Source,Target,Weight
DC131,DC111,4.0
DC131,DC323,2.0
DC131,DC312,3.0
DC131,DC114,3.0
DC131,SDC03Z,2.0
DC131,DC102,3.0
DC131,DC123,3.0
DC131,DC321,3.0
DC131,DC143,3.0
DC131,DC317,3.0
DC131,DC124,3.0
MB-10,MDA-10,3.0
MB-10,SDA10,2.0
777-04,MDA-04,2.0
777-04,SDA-04,2.0
777-04,777#3,2.0
777-04,777#6,2.0
777-04,777#9,2.0
777-04,777#4,3.0
777-04,777#5,2.0
SAV-07,MDA-07,2.0
SAV-07,SDA-04,2.0
SAV-07,SDA-01,2.0
SAV-07,SDA-07,3.0
SAV-07,SDA-09,2.0
SAV-07,SDA-08,2.0
SAV-07,SDA-02,2.0
SAV-07,SDA-06,2.0
AA-01,MDA-04,2.0
AA-01,MDA-07,2.0
AA-01,SDC01,2.0
AA-01,SDA-04,2.0
AA-01,SDA-01,3.0
AA-01,SDA-07,2.0
AA-01,MDA-02,2.0
AA-01,MDA-08,2.0
AA-01,MDA-05,2.0
AA-01,MDA-01,3.0
AA-01,SDA-09,2.0
AA-01,SDA-08,2.0
AA-01,MDA-06,2.0
AA-01,SDA-02,2.0
AA-01,SDA-06,2.0
KZN-52,KZN-031,2.0
KZN-52,KZN-030,2.0
KZN-52,KZN-024,3.0
KZN-52,KZN-014,2.0
KZN-52,KZN-040,2.0
KZN-52,KZN-025,3.0
KZN-52,KZN-051,3.0
KZN-52,KZN-043,2.0
KZN-52,KZN-016,2.0
KZN-52,KZN-053,3.0
KZN-52,KZN-037,2.0
KZN-52,KZN-060,2.0
KZN-52,KZN-034,2.0
KZN-52,KZN-029,3.0
KZN-52,KZN-061,2.0
KZN-52,KZN-028,3.0
KZN-52,KZN-027,3.0
KZN-52,KZN-033,2.0
KZN-52,KZN-041,2.0
KZN-52,KZN-048,2.0
KZN-52,KZN-035,2.0
KZN-52,KZN-017,2.0
KZN-52,KZN-036,2.0
KZN-52,KZN-018,2.0
KZN-52,KZN-047,2.0
KZN-52,KZN-023,3.0
KZN-52,KZN-020,3.0
KZN-52,KZN-021,3.0
KZN-52,KZN-042,3.0
KZN-52,KZN-068,2.0
KZN-52,KZN-039,2.0
KZN-52,KZN-032,3.0
KZN-52,KZN-055,3.0
KZN-52,KZN-022,3.0
KZN-52,KZN-058,3.0
KZN-52,KZN-044,2.0
KZN-52,KZN-015,2.0
KZN-52,KZN-049,2.0
KZN-52,KZN-019,2.0
KZN-52,KZN-026,3.0
KZN-52,KZN-052,4.0
KZN-52,KZN-065,2.0
KZN-52,KZN-054,3.0
KZN-52,KZN-038,2.0
CA-04,MDA-04,3.0
CA-04,MDA-07,2.0
CA-04,SDA-04,3.0
CA-04,SDA-01,2.0
CA-04,SDA-07,2.0
CA-04,MDA-02,2.0
CA-04,MDA-08,2.0
CA-04,MDA-05,2.0
CA-04,MDA-01,2.0
CA-04,SDA-09,2.0
CA-04,SDA-08,2.0
CA-04,MDA-06,2.0
CA-04,SDA-02,2.0
CA-04,SDA-06,2.0
204/20-N2z (NW02),204-20-N1z (NW03),2.0
204/20-N2z (NW02),204-20-N2z (NW02),4.0
206/08-B02,206-08-A04,2.0
206/08-B02,206-08-A05,2.0
206/08-B02,206-08-A09,2.0
206/08-B02,206-08-A07,2.0
206/08-B02,206-08-A12,2.0
206/08-B02,206-08-A02,3.0
AA-09,MDA-04,2.0
AA-09,MDA-07,2.0
AA-09,SDA-04,2.0
AA-09,SDA-01,2.0
AA-09,SDA-07,2.0
AA-09,MDA-02,2.0
AA-09,MDA-08,2.0
AA-09,MDA-05,2.0
AA-09,MDA-01,2.0
AA-09,SDA-09,3.0
AA-09,SDA-08,2.0
AA-09,MDA-06,2.0
AA-09,SDA-02,2.0
AA-09,SDA-06,2.0
KZN-61,KZN-031,3.0
KZN-61,KZN-030,2.0
KZN-61,KZN-024,2.0
KZN-61,KZN-014,3.0
KZN-61,KZN-040,2.0
KZN-61,KZN-025,2.0
KZN-61,KZN-051,3.0
KZN-61,KZN-043,2.0
KZN-61,KZN-016,3.0
KZN-61,KZN-053,2.0
KZN-61,KZN-037,2.0
KZN-61,KZN-060,3.0
KZN-61,KZN-034,2.0
KZN-61,KZN-029,2.0
KZN-61,KZN-061,4.0
KZN-61,KZN-028,2.0
KZN-61,KZN-027,2.0
KZN-61,KZN-033,2.0
KZN-61,KZN-041,3.0
KZN-61,KZN-048,2.0
KZN-61,KZN-035,2.0
KZN-61,KZN-017,3.0
KZN-61,KZN-036,2.0
KZN-61,KZN-018,3.0
KZN-61,KZN-047,2.0
KZN-61,KZN-023,2.0
KZN-61,KZN-020,2.0
KZN-61,KZN-021,3.0
KZN-61,KZN-042,2.0
KZN-61,KZN-068,3.0
KZN-61,KZN-039,2.0
KZN-61,KZN-032,2.0
KZN-61,KZN-055,2.0
KZN-61,KZN-022,2.0
KZN-61,KZN-058,2.0
KZN-61,KZN-044,2.0
KZN-61,KZN-015,3.0
KZN-61,KZN-049,2.0
KZN-61,KZN-019,3.0
KZN-61,KZN-026,2.0
KZN-61,KZN-052,2.0
KZN-61,KZN-065,3.0
KZN-61,KZN-054,2.0
KZN-61,KZN-038,2.0
204/20a-F1w (FW11),204-20a-F1w (FW11),4.0
204/20-W4 (WP01),204-20-W2 (WP02),2.0
204/20-W4 (WP01),204-20-W5 (WP07),2.0
204/20-W4 (WP01),204-20-W4 (WP01),4.0
822-11,822#10,3.0
822-11,822#11,4.0
822-11,822#15,3.0
822-11,822#7,2.0
822-11,822#12,3.0
822-11,822#5,2.0
822-11,822#3,2.0
822-11,822#9,2.0
822-11,822#13,3.0
822-11,822#4,2.0
822-11,822#8,2.0
KZN-58,KZN-031,2.0
KZN-58,KZN-030,2.0
KZN-58,KZN-024,2.0
KZN-58,KZN-014,2.0
KZN-58,KZN-040,2.0
KZN-58,KZN-025,2.0
KZN-58,KZN-051,3.0
KZN-58,KZN-043,2.0
KZN-58,KZN-016,2.0
KZN-58,KZN-053,3.0
KZN-58,KZN-037,2.0
KZN-58,KZN-060,2.0
KZN-58,KZN-034,2.0
KZN-58,KZN-029,2.0
KZN-58,KZN-061,2.0
KZN-58,KZN-028,3.0
KZN-58,KZN-027,2.0
KZN-58,KZN-033,2.0
KZN-58,KZN-041,2.0
KZN-58,KZN-048,3.0
KZN-58,KZN-035,2.0
KZN-58,KZN-017,2.0
KZN-58,KZN-036,2.0
KZN-58,KZN-018,3.0
KZN-58,KZN-047,2.0
KZN-58,KZN-023,2.0
KZN-58,KZN-020,2.0
KZN-58,KZN-021,2.0
KZN-58,KZN-042,2.0
KZN-58,KZN-068,3.0
KZN-58,KZN-039,2.0
KZN-58,KZN-032,2.0
KZN-58,KZN-055,3.0
KZN-58,KZN-022,2.0
KZN-58,KZN-058,4.0
KZN-58,KZN-044,2.0
KZN-58,KZN-015,2.0
KZN-58,KZN-049,2.0
KZN-58,KZN-019,2.0
KZN-58,KZN-026,2.0
KZN-58,KZN-052,3.0
KZN-58,KZN-065,2.0
KZN-58,KZN-054,3.0
KZN-58,KZN-038,3.0
KZN-080,KZN-031,3.0
KZN-080,KZN-030,4.0
KZN-080,KZN-024,3.0
KZN-080,KZN-014,3.0
KZN-080,KZN-040,4.0
KZN-080,KZN-025,3.0
KZN-080,KZN-051,3.0
KZN-080,KZN-043,3.0
KZN-080,KZN-016,3.0
KZN-080,KZN-053,3.0
KZN-080,KZN-037,3.0
KZN-080,KZN-060,4.0
KZN-080,KZN-034,3.0
KZN-080,KZN-029,3.0
KZN-080,KZN-061,3.0
KZN-080,KZN-028,3.0
KZN-080,KZN-027,3.0
KZN-080,KZN-033,3.0
KZN-080,KZN-041,3.0
KZN-080,KZN-048,3.0
KZN-080,KZN-035,3.0
KZN-080,KZN-017,3.0
KZN-080,KZN-036,3.0
KZN-080,KZN-018,3.0
KZN-080,KZN-047,3.0
KZN-080,KZN-023,3.0
KZN-080,KZN-020,4.0
KZN-080,KZN-021,3.0
KZN-080,KZN-042,3.0
KZN-080,KZN-068,3.0
KZN-080,KZN-039,3.0
KZN-080,KZN-032,3.0
KZN-080,KZN-055,3.0
KZN-080,KZN-022,3.0
KZN-080,KZN-058,3.0
KZN-080,KZN-044,3.0
KZN-080,KZN-015,3.0
KZN-080,KZN-049,3.0
KZN-080,KZN-019,3.0
KZN-080,KZN-026,3.0
KZN-080,KZN-052,3.0
KZN-080,KZN-065,3.0
KZN-080,KZN-054,3.0
KZN-080,KZN-038,3.0
MA-08,MDA-10,2.0
MA-08,MDA-04,3.0
MA-08,MDA-07,3.0
MA-08,SDA-04,2.0
MA-08,SDA-01,2.0
MA-08,SDA-07,2.0
MA-08,MDA-02,3.0
MA-08,MDA-08,4.0
MA-08,MDA-05,3.0
MA-08,MDA-01,3.0
MA-08,SDA-09,2.0
MA-08,SDA-08,3.0
MA-08,MDA-06,3.0
MA-08,SDA-02,2.0
MA-08,SDA-06,2.0
822-13,822#10,3.0
822-13,822#11,3.0
822-13,822#15,3.0
822-13,822#7,2.0
822-13,822#12,3.0
822-13,822#5,2.0
822-13,822#3,3.0
822-13,822#9,2.0
822-13,822#13,4.0
822-13,822#4,2.0
822-13,822#8,2.0
KZN-51,KZN-031,3.0
KZN-51,KZN-030,2.0
KZN-51,KZN-024,2.0
KZN-51,KZN-014,3.0
KZN-51,KZN-040,2.0
KZN-51,KZN-025,2.0
KZN-51,KZN-051,4.0
KZN-51,KZN-043,2.0
KZN-51,KZN-016,3.0
KZN-51,KZN-053,3.0
KZN-51,KZN-037,2.0
KZN-51,KZN-060,2.0
KZN-51,KZN-034,2.0
KZN-51,KZN-029,2.0
KZN-51,KZN-061,3.0
KZN-51,KZN-028,2.0
KZN-51,KZN-027,2.0
KZN-51,KZN-033,2.0
KZN-51,KZN-041,3.0
KZN-51,KZN-048,2.0
KZN-51,KZN-035,2.0
KZN-51,KZN-017,3.0
KZN-51,KZN-036,2.0
KZN-51,KZN-018,3.0
KZN-51,KZN-047,2.0
KZN-51,KZN-023,2.0
KZN-51,KZN-020,2.0
KZN-51,KZN-021,3.0
KZN-51,KZN-042,2.0
KZN-51,KZN-068,2.0
KZN-51,KZN-039,2.0
KZN-51,KZN-032,2.0
KZN-51,KZN-055,3.0
KZN-51,KZN-022,2.0
KZN-51,KZN-058,3.0
KZN-51,KZN-044,2.0
KZN-51,KZN-015,3.0
KZN-51,KZN-049,2.0
KZN-51,KZN-019,3.0
KZN-51,KZN-026,2.0
KZN-51,KZN-052,3.0
KZN-51,KZN-065,2.0
KZN-51,KZN-054,3.0
KZN-51,KZN-038,2.0
KZN-69,KZN-031,2.0
KZN-69,KZN-030,2.0
KZN-69,KZN-024,2.0
KZN-69,KZN-014,2.0
KZN-69,KZN-040,2.0
KZN-69,KZN-025,2.0
KZN-69,KZN-051,2.0
KZN-69,KZN-043,2.0
KZN-69,KZN-016,2.0
KZN-69,KZN-053,2.0
KZN-69,KZN-037,2.0
KZN-69,KZN-060,3.0
KZN-69,KZN-034,2.0
KZN-69,KZN-029,3.0
KZN-69,KZN-061,3.0
KZN-69,KZN-028,2.0
KZN-69,KZN-027,2.0
KZN-69,KZN-033,2.0
KZN-69,KZN-041,2.0
KZN-69,KZN-048,2.0
KZN-69,KZN-035,2.0
KZN-69,KZN-017,2.0
KZN-69,KZN-036,2.0
KZN-69,KZN-018,2.0
KZN-69,KZN-047,2.0
KZN-69,KZN-023,2.0
KZN-69,KZN-020,2.0
KZN-69,KZN-021,2.0
KZN-69,KZN-042,2.0
KZN-69,KZN-068,3.0
KZN-69,KZN-039,3.0
KZN-69,KZN-032,2.0
KZN-69,KZN-055,2.0
KZN-69,KZN-022,2.0
KZN-69,KZN-058,2.0
KZN-69,KZN-044,2.0
KZN-69,KZN-015,2.0
KZN-69,KZN-049,3.0
KZN-69,KZN-019,3.0
KZN-69,KZN-026,2.0
KZN-69,KZN-052,2.0
KZN-69,KZN-065,3.0
KZN-69,KZN-054,2.0
KZN-69,KZN-038,2.0
3/29a-4 (R1),3 29a_4(R1),2.0
AA-15,MDA-10,2.0
AA-15,MDA-05,2.0
204/20a-F3z (FW12),204-20a-F3z (FW12),4.0
MB-06,MDA-04,2.0
MB-06,MDA-07,2.0
MB-06,MDA-02,2.0
MB-06,MDA-08,2.0
MB-06,MDA-05,2.0
MB-06,MDA-01,2.0
MB-06,MDA-06,3.0
MB-06,SDA-06,2.0
KZN-084,KZN-031,3.0
KZN-084,KZN-030,3.0
KZN-084,KZN-024,4.0
KZN-084,KZN-014,4.0
KZN-084,KZN-040,3.0
KZN-084,KZN-025,3.0
KZN-084,KZN-051,3.0
KZN-084,KZN-043,3.0
KZN-084,KZN-016,3.0
KZN-084,KZN-053,3.0
KZN-084,KZN-037,3.0
KZN-084,KZN-060,3.0
KZN-084,KZN-034,4.0
KZN-084,KZN-029,3.0
KZN-084,KZN-061,3.0
KZN-084,KZN-028,3.0
KZN-084,KZN-027,3.0
KZN-084,KZN-033,3.0
KZN-084,KZN-041,3.0
KZN-084,KZN-048,3.0
KZN-084,KZN-035,3.0
KZN-084,KZN-017,3.0
KZN-084,KZN-036,3.0
KZN-084,KZN-018,3.0
KZN-084,KZN-047,3.0
KZN-084,KZN-023,3.0
KZN-084,KZN-020,3.0
KZN-084,KZN-021,3.0
KZN-084,KZN-042,3.0
KZN-084,KZN-068,3.0
KZN-084,KZN-039,3.0
KZN-084,KZN-032,3.0
KZN-084,KZN-055,3.0
KZN-084,KZN-022,3.0
KZN-084,KZN-058,3.0
KZN-084,KZN-044,4.0
KZN-084,KZN-015,3.0
KZN-084,KZN-049,3.0
KZN-084,KZN-019,3.0
KZN-084,KZN-026,3.0
KZN-084,KZN-052,3.0
KZN-084,KZN-065,3.0
KZN-084,KZN-054,4.0
KZN-084,KZN-038,3.0
KZN-35,KZN-031,3.0
KZN-35,KZN-030,3.0
KZN-35,KZN-024,2.0
KZN-35,KZN-014,2.0
KZN-35,KZN-040,2.0
KZN-35,KZN-025,3.0
KZN-35,KZN-051,3.0
KZN-35,KZN-043,2.0
KZN-35,KZN-016,2.0
KZN-35,KZN-053,3.0
KZN-35,KZN-037,3.0
KZN-35,KZN-060,2.0
KZN-35,KZN-034,3.0
KZN-35,KZN-029,2.0
KZN-35,KZN-061,2.0
KZN-35,KZN-028,2.0
KZN-35,KZN-027,2.0
KZN-35,KZN-033,3.0
KZN-35,KZN-041,2.0
KZN-35,KZN-048,2.0
KZN-35,KZN-035,4.0
KZN-35,KZN-017,2.0
KZN-35,KZN-036,3.0
KZN-35,KZN-018,2.0
KZN-35,KZN-047,2.0
KZN-35,KZN-023,2.0
KZN-35,KZN-020,2.0
KZN-35,KZN-021,2.0
KZN-35,KZN-042,2.0
KZN-35,KZN-068,2.0
KZN-35,KZN-039,3.0
KZN-35,KZN-032,3.0
KZN-35,KZN-055,3.0
KZN-35,KZN-022,2.0
KZN-35,KZN-058,3.0
KZN-35,KZN-044,2.0
KZN-35,KZN-015,3.0
KZN-35,KZN-049,2.0
KZN-35,KZN-019,2.0
KZN-35,KZN-026,2.0
KZN-35,KZN-052,3.0
KZN-35,KZN-065,3.0
KZN-35,KZN-054,3.0
KZN-35,KZN-038,3.0
CA-02,MDA-04,2.0
CA-02,MDA-07,2.0
CA-02,SDA-04,2.0
CA-02,SDA-01,2.0
CA-02,SDA-07,2.0
CA-02,MDA-02,3.0
CA-02,MDA-08,2.0
CA-02,MDA-05,2.0
CA-02,MDA-01,2.0
CA-02,SDA-09,2.0
CA-02,SDA-08,2.0
CA-02,MDA-06,2.0
CA-02,SDA-02,3.0
CA-02,DC102,2.0
CA-02,SDC02,2.0
CA-02,SDA-06,2.0
775-01,776#1,2.0
775-01,SDA-01,2.0
775-01,MDA-01,2.0
775-01,775#1,3.0
778-19,776#1,2.0
778-19,777#9,2.0
778-19,778#22,2.0
778-19,778#2,2.0
778-19,775#1,2.0
204/20-C9 (CW13),204-20-C8 (CW10),2.0
204/20-C9 (CW13),204-20-C19 (CW17),2.0
204/20-C9 (CW13),204-20-C4 (CW12),2.0
204/20-C9 (CW13),204-20-C2 (CW11),2.0
204/20-C9 (CW13),204-20-C9 (CW13),4.0
MA-PB,MDA-10,2.0
MA-PB,MDA-04,2.0
MA-PB,MDA-07,2.0
MA-PB,MDA-02,2.0
MA-PB,MDA-08,2.0
MA-PB,MDA-05,2.0
MA-PB,MDA-01,2.0
MA-PB,MDA-06,2.0
204/20-C18 (CP22),204-20-C18 (CP22),4.0
204/20-C18 (CP22),204-20-C17 (CP20),2.0
KZN-D2,KZN-031,2.0
KZN-D2,KZN-030,2.0
KZN-D2,KZN-024,3.0
KZN-D2,KZN-014,2.0
KZN-D2,KZN-040,2.0
KZN-D2,KZN-025,3.0
KZN-D2,KZN-051,2.0
KZN-D2,KZN-043,2.0
KZN-D2,KZN-016,2.0
KZN-D2,KZN-053,2.0
KZN-D2,KZN-037,2.0
KZN-D2,KZN-060,2.0
KZN-D2,KZN-034,2.0
KZN-D2,KZN-029,3.0
KZN-D2,KZN-061,2.0
KZN-D2,KZN-028,3.0
KZN-D2,KZN-027,3.0
KZN-D2,KZN-033,2.0
KZN-D2,KZN-041,2.0
KZN-D2,KZN-048,2.0
KZN-D2,KZN-035,2.0
KZN-D2,KZN-017,2.0
KZN-D2,KZN-036,2.0
KZN-D2,KZN-018,2.0
KZN-D2,KZN-047,2.0
KZN-D2,KZN-023,3.0
KZN-D2,KZN-020,3.0
KZN-D2,KZN-021,3.0
KZN-D2,KZN-042,3.0
KZN-D2,KZN-068,2.0
KZN-D2,KZN-039,2.0
KZN-D2,KZN-032,3.0
KZN-D2,KZN-055,2.0
KZN-D2,KZN-022,3.0
KZN-D2,KZN-058,2.0
KZN-D2,KZN-044,2.0
KZN-D2,KZN-015,2.0
KZN-D2,KZN-049,2.0
KZN-D2,KZN-019,2.0
KZN-D2,KZN-026,3.0
KZN-D2,KZN-052,3.0
KZN-D2,KZN-065,2.0
KZN-D2,KZN-054,2.0
KZN-D2,KZN-038,2.0
KZN-54,KZN-031,2.0
KZN-54,KZN-030,2.0
KZN-54,KZN-024,3.0
KZN-54,KZN-014,3.0
KZN-54,KZN-040,3.0
KZN-54,KZN-025,2.0
KZN-54,KZN-051,3.0
KZN-54,KZN-043,3.0
KZN-54,KZN-016,2.0
KZN-54,KZN-053,3.0
KZN-54,KZN-037,2.0
KZN-54,KZN-060,2.0
KZN-54,KZN-034,3.0
KZN-54,KZN-029,2.0
KZN-54,KZN-061,2.0
KZN-54,KZN-028,2.0
KZN-54,KZN-027,2.0
KZN-54,KZN-033,2.0
KZN-54,KZN-041,3.0
KZN-54,KZN-048,3.0
KZN-54,KZN-035,2.0
KZN-54,KZN-017,2.0
KZN-54,KZN-036,2.0
KZN-54,KZN-018,2.0
KZN-54,KZN-047,3.0
KZN-54,KZN-023,2.0
KZN-54,KZN-020,2.0
KZN-54,KZN-021,2.0
KZN-54,KZN-042,3.0
KZN-54,KZN-068,2.0
KZN-54,KZN-039,2.0
KZN-54,KZN-032,2.0
KZN-54,KZN-055,3.0
KZN-54,KZN-022,2.0
KZN-54,KZN-058,3.0
KZN-54,KZN-044,3.0
KZN-54,KZN-015,2.0
KZN-54,KZN-049,3.0
KZN-54,KZN-019,2.0
KZN-54,KZN-026,2.0
KZN-54,KZN-052,3.0
KZN-54,KZN-065,2.0
KZN-54,KZN-054,4.0
KZN-54,KZN-038,2.0
776-02,776#1,2.0
776-02,776#5,2.0
776-02,MDA-02,2.0
776-02,778#22,2.0
776-02,778#2,2.0
776-02,SDA-02,2.0
204/20-C10 (CP06),204-20-C13 (CP07),2.0
204/20-C10 (CP06),204-20-C10 (CP06),4.0
204/20-C10 (CP06),204-20-C1 (CP01),2.0
204/20-C10 (CP06),204-20-C11 (CP08),2.0
IA-09,MDA-04,2.0
IA-09,MDA-07,2.0
IA-09,SDA-04,2.0
IA-09,SDA-01,2.0
IA-09,SDA-07,2.0
IA-09,MDA-02,2.0
IA-09,MDA-08,2.0
IA-09,MDA-05,2.0
IA-09,MDA-01,2.0
IA-09,SDA-09,3.0
IA-09,SDA-08,2.0
IA-09,MDA-06,2.0
IA-09,SDA-02,2.0
IA-09,SDA-06,2.0
822-12,822#10,3.0
822-12,822#11,3.0
822-12,822#15,3.0
822-12,822#7,2.0
822-12,822#12,4.0
822-12,822#5,2.0
822-12,822#3,2.0
822-12,822#9,2.0
822-12,822#13,3.0
822-12,822#4,2.0
822-12,822#8,2.0
KZN-25,KZN-031,2.0
KZN-25,KZN-030,2.0
KZN-25,KZN-024,3.0
KZN-25,KZN-014,2.0
KZN-25,KZN-040,2.0
KZN-25,KZN-025,4.0
KZN-25,KZN-051,3.0
KZN-25,KZN-043,2.0
KZN-25,KZN-016,2.0
KZN-25,KZN-053,3.0
KZN-25,KZN-037,2.0
KZN-25,KZN-060,2.0
KZN-25,KZN-034,2.0
KZN-25,KZN-029,3.0
KZN-25,KZN-061,2.0
KZN-25,KZN-028,3.0
KZN-25,KZN-027,3.0
KZN-25,KZN-033,2.0
KZN-25,KZN-041,2.0
KZN-25,KZN-048,2.0
KZN-25,KZN-035,3.0
KZN-25,KZN-017,2.0
KZN-25,KZN-036,2.0
KZN-25,KZN-018,2.0
KZN-25,KZN-047,2.0
KZN-25,KZN-023,3.0
KZN-25,KZN-020,3.0
KZN-25,KZN-021,3.0
KZN-25,KZN-042,2.0
KZN-25,KZN-068,2.0
KZN-25,KZN-039,2.0
KZN-25,KZN-032,2.0
KZN-25,KZN-055,3.0
KZN-25,KZN-022,3.0
KZN-25,KZN-058,3.0
KZN-25,KZN-044,2.0
KZN-25,KZN-015,3.0
KZN-25,KZN-049,2.0
KZN-25,KZN-019,2.0
KZN-25,KZN-026,3.0
KZN-25,KZN-052,3.0
KZN-25,KZN-065,3.0
KZN-25,KZN-054,3.0
KZN-25,KZN-038,2.0
KZN-28,KZN-031,2.0
KZN-28,KZN-030,2.0
KZN-28,KZN-024,3.0
KZN-28,KZN-014,2.0
KZN-28,KZN-040,2.0
KZN-28,KZN-025,3.0
KZN-28,KZN-051,2.0
KZN-28,KZN-043,2.0
KZN-28,KZN-016,2.0
KZN-28,KZN-053,2.0
KZN-28,KZN-037,2.0
KZN-28,KZN-060,2.0
KZN-28,KZN-034,2.0
KZN-28,KZN-029,3.0
KZN-28,KZN-061,2.0
KZN-28,KZN-028,4.0
KZN-28,KZN-027,3.0
KZN-28,KZN-033,2.0
KZN-28,KZN-041,2.0
KZN-28,KZN-048,3.0
KZN-28,KZN-035,2.0
KZN-28,KZN-017,2.0
KZN-28,KZN-036,2.0
KZN-28,KZN-018,3.0
KZN-28,KZN-047,2.0
KZN-28,KZN-023,3.0
KZN-28,KZN-020,3.0
KZN-28,KZN-021,3.0
KZN-28,KZN-042,2.0
KZN-28,KZN-068,3.0
KZN-28,KZN-039,2.0
KZN-28,KZN-032,2.0
KZN-28,KZN-055,2.0
KZN-28,KZN-022,3.0
KZN-28,KZN-058,3.0
KZN-28,KZN-044,2.0
KZN-28,KZN-015,2.0
KZN-28,KZN-049,2.0
KZN-28,KZN-019,2.0
KZN-28,KZN-026,3.0
KZN-28,KZN-052,2.0
KZN-28,KZN-065,2.0
KZN-28,KZN-054,2.0
KZN-28,KZN-038,3.0
KZN-42,KZN-031,2.0
KZN-42,KZN-030,2.0
KZN-42,KZN-024,3.0
KZN-42,KZN-014,2.0
KZN-42,KZN-040,3.0
KZN-42,KZN-025,3.0
KZN-42,KZN-051,2.0
KZN-42,KZN-043,3.0
KZN-42,KZN-016,2.0
KZN-42,KZN-053,2.0
KZN-42,KZN-037,2.0
KZN-42,KZN-060,2.0
KZN-42,KZN-034,2.0
KZN-42,KZN-029,3.0
KZN-42,KZN-061,2.0
KZN-42,KZN-028,3.0
KZN-42,KZN-027,3.0
KZN-42,KZN-033,2.0
KZN-42,KZN-041,3.0
KZN-42,KZN-048,3.0
KZN-42,KZN-035,2.0
KZN-42,KZN-017,2.0
KZN-42,KZN-036,2.0
KZN-42,KZN-018,2.0
KZN-42,KZN-047,3.0
KZN-42,KZN-023,3.0
KZN-42,KZN-020,3.0
KZN-42,KZN-021,3.0
KZN-42,KZN-042,4.0
KZN-42,KZN-068,2.0
KZN-42,KZN-039,2.0
KZN-42,KZN-032,3.0
KZN-42,KZN-055,2.0
KZN-42,KZN-022,3.0
KZN-42,KZN-058,2.0
KZN-42,KZN-044,3.0
KZN-42,KZN-015,2.0
KZN-42,KZN-049,3.0
KZN-42,KZN-019,2.0
KZN-42,KZN-026,3.0
KZN-42,KZN-052,3.0
KZN-42,KZN-065,2.0
KZN-42,KZN-054,2.0
KZN-42,KZN-038,2.0
206/08-13y,206-08-A13,2.0
204/20-C25 (CP24),204-20-C23 (CP23),2.0
204/20-C25 (CP24),204-20-C15 (CP14),2.0
DC122,DC314,2.0
DC122,DC142,4.0
DC122,DC134,3.0
DC122,DC322,4.0
DC122,DC112,4.0
DC122,DC113,3.0
DC122,DC311,2.0
DC122,DC103,3.0
DC122,DC131,3.0
DC122,DC122,5.0
DC122,DC121,4.0
DC122,DC111,3.0
DC122,DC323,3.0
DC122,DC312,3.0
DC122,DC114,3.0
DC122,DC102,4.0
DC122,DC123,4.0
DC122,DC321,3.0
DC122,DC143,3.0
DC122,DC317,2.0
DC122,SDC02,2.0
DC122,DC124,4.0
777-07,MDA-07,2.0
777-07,SDA-07,2.0
777-07,777#3,2.0
777-07,777#6,2.0
777-07,777#9,2.0
777-07,777#4,2.0
777-07,777#5,2.0
SDA-09,MDA-10,2.0
SDA-09,MDA-04,3.0
SDA-09,MDA-07,3.0
SDA-09,SDC01,2.0
SDA-09,SDA-05X,3.0
SDA-09,SDA-04,4.0
SDA-09,SDA-01,4.0
SDA-09,SDA-07,4.0
SDA-09,SDA-03X,3.0
SDA-09,MDA-02,3.0
SDA-09,MDA-08,3.0
SDA-09,MDA-05,3.0
SDA-09,MDA-01,3.0
SDA-09,SDA-09,5.0
SDA-09,SDA-08,4.0
SDA-09,MDA-06,3.0
SDA-09,SDA-02,4.0
SDA-09,SDA10,3.0
SDA-09,SDC02,2.0
SDA-09,SDA-06,4.0
SDC03,SDC01,4.0
SDC03,SDA-04,2.0
SDC03,SDA-01,2.0
SDC03,SDA-07,2.0
SDC03,SDA-03X,2.0
SDC03,DC134,2.0
SDC03,DC113,2.0
SDC03,DC103,3.0
SDC03,DC131,2.0
SDC03,SDA-09,2.0
SDC03,DC323,2.0
SDC03,SDA-08,2.0
SDC03,SDA-02,2.0
SDC03,SDA10,2.0
SDC03,SDC03Z,4.0
SDC03,DC102,2.0
SDC03,DC123,2.0
SDC03,SDC04Z,3.0
SDC03,DC143,2.0
SDC03,SDC02,4.0
SDC03,SDA-06,2.0
KZN-073,KZN-031,3.0
KZN-073,KZN-030,3.0
KZN-073,KZN-024,3.0
KZN-073,KZN-014,3.0
KZN-073,KZN-040,3.0
KZN-073,KZN-025,3.0
KZN-073,KZN-051,3.0
KZN-073,KZN-043,4.0
KZN-073,KZN-016,3.0
KZN-073,KZN-053,4.0
KZN-073,KZN-037,3.0
KZN-073,KZN-060,3.0
KZN-073,KZN-034,3.0
KZN-073,KZN-029,3.0
KZN-073,KZN-061,3.0
KZN-073,KZN-028,3.0
KZN-073,KZN-027,3.0
KZN-073,KZN-033,4.0
KZN-073,KZN-041,3.0
KZN-073,KZN-048,3.0
KZN-073,KZN-035,3.0
KZN-073,KZN-017,3.0
KZN-073,KZN-036,3.0
KZN-073,KZN-018,3.0
KZN-073,KZN-047,3.0
KZN-073,KZN-023,4.0
KZN-073,KZN-020,3.0
KZN-073,KZN-021,3.0
KZN-073,KZN-042,3.0
KZN-073,KZN-068,3.0
KZN-073,KZN-039,3.0
KZN-073,KZN-032,3.0
KZN-073,KZN-055,3.0
KZN-073,KZN-022,3.0
