Source,Target,Weight
KZN-34,KZN-035,3.0
KZN-34,KZN-017,2.0
KZN-34,KZN-036,3.0
KZN-34,KZN-018,2.0
KZN-34,KZN-047,3.0
KZN-34,KZN-023,2.0
KZN-34,KZN-020,2.0
KZN-34,KZN-021,2.0
KZN-34,KZN-042,3.0
KZN-34,KZN-068,2.0
KZN-34,KZN-039,3.0
KZN-34,KZN-032,3.0
KZN-34,KZN-055,2.0
KZN-34,KZN-022,2.0
KZN-34,KZN-058,2.0
KZN-34,KZN-044,3.0
KZN-34,KZN-015,2.0
KZN-34,KZN-049,3.0
KZN-34,KZN-019,2.0
KZN-34,KZN-026,2.0
KZN-34,KZN-052,2.0
KZN-34,KZN-065,2.0
KZN-34,KZN-054,3.0
KZN-34,KZN-038,3.0
778-15,776#1,2.0
778-15,776#5,2.0
778-15,778#22,2.0
778-15,778#2,2.0
778-15,777#5,2.0
778-15,775#1,2.0
MA-WC,MDA-10,2.0
MA-WC,MDA-04,2.0
MA-WC,MDA-07,2.0
MA-WC,MDA-02,2.0
MA-WC,MDA-08,2.0
MA-WC,MDA-05,2.0
MA-WC,MDA-01,2.0
MA-WC,MDA-06,2.0
CAN-01,KZN-031,2.0
CAN-01,KZN-014,2.0
CAN-01,KZN-051,2.0
CAN-01,SDA-01,2.0
CAN-01,KZN-016,2.0
CAN-01,KZN-061,2.0
CAN-01,KZN-041,2.0
CAN-01,KZN-017,2.0
CAN-01,KZN-018,2.0
CAN-01,MDA-01,2.0
CAN-01,KZN-021,2.0
CAN-01,KZN-015,2.0
CAN-01,KZN-019,2.0
MA-05,MDA-10,2.0
MA-05,MDA-04,3.0
MA-05,MDA-07,3.0
MA-05,SDA-05X,2.0
MA-05,SDA-04,2.0
MA-05,SDA-01,2.0
MA-05,SDA-07,2.0
MA-05,MDA-02,3.0
MA-05,MDA-08,3.0
MA-05,MDA-05,4.0
MA-05,MDA-01,3.0
MA-05,SDA-09,2.0
MA-05,SDA-08,2.0
MA-05,MDA-06,3.0
MA-05,SDA-02,2.0
MA-05,SDA-06,2.0
204/20-C14z (CW15),204-20-C14z (CW15),4.0
IA-08,MDA-04,2.0
IA-08,MDA-07,2.0
IA-08,SDA-04,2.0
IA-08,SDA-01,2.0
IA-08,SDA-07,2.0
IA-08,MDA-02,2.0
IA-08,MDA-08,3.0
IA-08,MDA-05,2.0
IA-08,MDA-01,2.0
IA-08,SDA-09,2.0
IA-08,SDA-08,3.0
IA-08,MDA-06,2.0
IA-08,SDA-02,2.0
IA-08,SDA-06,2.0
206/08-A08z,206-08-A08z,4.0
206/08-A08z,206-08-A06x,2.0
206/08-A08z,206-08-A04,2.0
206/08-A08z,206-08-A05,2.0
206/08-A08z,206-08-A09,2.0
206/08-A08z,206-08-A07,2.0
206/08-A08z,206-08-A03z,3.0
206/08-A08z,206-08-A02,2.0
206/08-A08z,206-08-A18,2.0
206/08-A25,206-08-A21,3.0
206/08-A25,206-08-A20,3.0
206/08-A25,206-08-A14,2.0
206/08-A25,206-08-A19,2.0
206/08-A25,206-08-A13,2.0
206/08-A25,206-08-A04,2.0
206/08-A25,206-08-A05,3.0
206/08-A25,206-08-A15,3.0
206/08-A25,206-08-A09,2.0
206/08-A25,206-08-A07,2.0
206/08-A25,206-08-A12,2.0
206/08-A25,206-08-A17,2.0
206/08-A25,206-08-A16,2.0
206/08-A25,206-08-A10,2.0
206/08-A25,206-08-A02,2.0
206/08-A25,206-08-A18,2.0
IA-13,MDA-10,2.0
IA-13,DC113,2.0
776-05,776#1,2.0
776-05,776#5,3.0
776-05,MDA-05,2.0
776-05,777#5,2.0
KZN-66,KZN-031,2.0
KZN-66,KZN-030,2.0
KZN-66,KZN-024,2.0
KZN-66,KZN-014,2.0
KZN-66,KZN-040,2.0
KZN-66,KZN-025,2.0
KZN-66,KZN-051,2.0
KZN-66,KZN-043,2.0
KZN-66,KZN-016,3.0
KZN-66,KZN-053,2.0
KZN-66,KZN-037,2.0
KZN-66,KZN-060,3.0
KZN-66,KZN-034,2.0
KZN-66,KZN-029,2.0
KZN-66,KZN-061,3.0
KZN-66,KZN-028,2.0
KZN-66,KZN-027,2.0
KZN-66,KZN-033,2.0
KZN-66,KZN-041,2.0
KZN-66,KZN-048,2.0
KZN-66,KZN-035,2.0
KZN-66,KZN-017,2.0
KZN-66,KZN-036,3.0
KZN-66,KZN-018,2.0
KZN-66,KZN-047,2.0
KZN-66,KZN-023,2.0
KZN-66,KZN-020,2.0
KZN-66,KZN-021,2.0
KZN-66,KZN-042,2.0
KZN-66,KZN-068,3.0
KZN-66,KZN-039,2.0
KZN-66,KZN-032,2.0
KZN-66,KZN-055,2.0
KZN-66,KZN-022,2.0
KZN-66,KZN-058,2.0
KZN-66,KZN-044,2.0
KZN-66,KZN-015,2.0
KZN-66,KZN-049,2.0
KZN-66,KZN-019,2.0
KZN-66,KZN-026,3.0
KZN-66,KZN-052,2.0
KZN-66,KZN-065,3.0
KZN-66,KZN-054,2.0
KZN-66,KZN-038,2.0
JUN-04,MDA-04,2.0
JUN-04,KZN-024,2.0
JUN-04,KZN-014,2.0
JUN-04,KZN-040,2.0
JUN-04,SDA-04,2.0
JUN-04,KZN-043,2.0
JUN-04,KZN-034,2.0
JUN-04,KZN-041,2.0
JUN-04,KZN-048,2.0
JUN-04,KZN-047,2.0
JUN-04,KZN-042,2.0
JUN-04,KZN-044,2.0
JUN-04,KZN-049,2.0
JUN-04,KZN-054,2.0
204/20-W11z (WW10),204-20-W11z (WW10),4.0
CA-07,MDA-04,2.0
CA-07,MDA-07,3.0
CA-07,SDA-04,2.0
CA-07,SDA-01,2.0
CA-07,SDA-07,3.0
CA-07,MDA-02,2.0
CA-07,MDA-08,2.0
CA-07,MDA-05,2.0
CA-07,MDA-01,2.0
CA-07,SDA-09,2.0
CA-07,SDA-08,2.0
CA-07,MDA-06,2.0
CA-07,SDA-02,2.0
CA-07,SDA-06,2.0
KZN-49,KZN-031,2.0
KZN-49,KZN-030,2.0
KZN-49,KZN-024,2.0
KZN-49,KZN-014,2.0
KZN-49,KZN-040,3.0
KZN-49,KZN-025,2.0
KZN-49,KZN-051,2.0
KZN-49,KZN-043,3.0
KZN-49,KZN-016,2.0
KZN-49,KZN-053,2.0
KZN-49,KZN-037,2.0
KZN-49,KZN-060,2.0
KZN-49,KZN-034,2.0
KZN-49,KZN-029,3.0
KZN-49,KZN-061,2.0
KZN-49,KZN-028,2.0
KZN-49,KZN-027,2.0
KZN-49,KZN-033,2.0
KZN-49,KZN-041,3.0
KZN-49,KZN-048,3.0
KZN-49,KZN-035,2.0
KZN-49,KZN-017,2.0
KZN-49,KZN-036,2.0
KZN-49,KZN-018,2.0
KZN-49,KZN-047,3.0
KZN-49,KZN-023,2.0
KZN-49,KZN-020,2.0
KZN-49,KZN-021,2.0
KZN-49,KZN-042,3.0
KZN-49,KZN-068,2.0
KZN-49,KZN-039,3.0
KZN-49,KZN-032,2.0
KZN-49,KZN-055,2.0
KZN-49,KZN-022,2.0
KZN-49,KZN-058,2.0
KZN-49,KZN-044,3.0
KZN-49,KZN-015,2.0
KZN-49,KZN-049,4.0
KZN-49,KZN-019,3.0
KZN-49,KZN-026,2.0
KZN-49,KZN-052,2.0
KZN-49,KZN-065,2.0
KZN-49,KZN-054,2.0
KZN-49,KZN-038,2.0
SDA-08,MDA-10,2.0
SDA-08,MDA-04,3.0
SDA-08,MDA-07,3.0
SDA-08,SDC01,2.0
SDA-08,SDA-05X,3.0
SDA-08,SDA-04,4.0
SDA-08,SDA-01,4.0
SDA-08,SDA-07,4.0
SDA-08,SDA-03X,3.0
SDA-08,MDA-02,3.0
SDA-08,MDA-08,4.0
SDA-08,MDA-05,3.0
SDA-08,MDA-01,3.0
SDA-08,SDA-09,4.0
SDA-08,SDA-08,5.0
SDA-08,MDA-06,3.0
SDA-08,SDA-02,4.0
SDA-08,SDA10,3.0
SDA-08,SDC02,2.0
SDA-08,SDA-06,4.0
KZN-31,KZN-031,4.0
KZN-31,KZN-030,3.0
KZN-31,KZN-024,2.0
KZN-31,KZN-014,3.0
KZN-31,KZN-040,2.0
KZN-31,KZN-025,2.0
KZN-31,KZN-051,3.0
KZN-31,KZN-043,2.0
KZN-31,KZN-016,3.0
KZN-31,KZN-053,2.0
KZN-31,KZN-037,3.0
KZN-31,KZN-060,2.0
KZN-31,KZN-034,3.0
KZN-31,KZN-029,2.0
KZN-31,KZN-061,3.0
KZN-31,KZN-028,2.0
KZN-31,KZN-027,2.0
KZN-31,KZN-033,3.0
KZN-31,KZN-041,3.0
KZN-31,KZN-048,2.0
KZN-31,KZN-035,3.0
KZN-31,KZN-017,3.0
KZN-31,KZN-036,3.0
KZN-31,KZN-018,3.0
KZN-31,KZN-047,2.0
KZN-31,KZN-023,2.0
KZN-31,KZN-020,2.0
KZN-31,KZN-021,3.0
KZN-31,KZN-042,2.0
KZN-31,KZN-068,2.0
KZN-31,KZN-039,3.0
KZN-31,KZN-032,3.0
KZN-31,KZN-055,2.0
KZN-31,KZN-022,2.0
KZN-31,KZN-058,2.0
KZN-31,KZN-044,2.0
KZN-31,KZN-015,3.0
KZN-31,KZN-049,2.0
KZN-31,KZN-019,3.0
KZN-31,KZN-026,2.0
KZN-31,KZN-052,2.0
KZN-31,KZN-065,2.0
KZN-31,KZN-054,2.0
KZN-31,KZN-038,3.0
MAN-07,MDA-04,2.0
MAN-07,MDA-07,3.0
MAN-07,SDA-07,2.0
MAN-07,KZN-037,2.0
MAN-07,MDA-02,2.0
MAN-07,KZN-027,2.0
MAN-07,MDA-08,2.0
MAN-07,KZN-017,2.0
MAN-07,MDA-05,2.0
MAN-07,KZN-047,2.0
MAN-07,MDA-01,2.0
MAN-07,MDA-06,2.0
DC124,DC314,3.0
DC124,DC142,3.0
DC124,DC134,4.0
DC124,DC322,3.0
DC124,DC112,3.0
DC124,DC113,3.0
DC124,DC311,2.0
DC124,DC103,3.0
DC124,DC131,3.0
DC124,DC122,4.0
DC124,DC121,4.0
DC124,DC111,3.0
DC124,DC323,3.0
DC124,DC312,3.0
DC124,DC114,4.0
DC124,DC102,3.0
DC124,DC123,4.0
DC124,DC321,3.0
DC124,DC143,3.0
DC124,DC317,2.0
DC124,SDC02,2.0
DC124,DC124,5.0
MA-17,MDA-10,3.0
MA-17,MDA-04,2.0
MA-17,MDA-07,3.0
MA-17,SDA-07,2.0
MA-17,MDA-02,2.0
MA-17,MDA-08,2.0
MA-17,MDA-05,2.0
MA-17,MDA-01,2.0
MA-17,MDA-06,2.0
MA-17,DC317,2.0
MB-01,MDA-04,2.0
MB-01,MDA-07,2.0
MB-01,SDC01,2.0
MB-01,SDA-01,2.0
MB-01,MDA-02,2.0
MB-01,MDA-08,2.0
MB-01,MDA-05,2.0
MB-01,MDA-01,3.0
MB-01,MDA-06,2.0
KZN-22,KZN-031,2.0
KZN-22,KZN-030,2.0
KZN-22,KZN-024,3.0
KZN-22,KZN-014,2.0
KZN-22,KZN-040,2.0
KZN-22,KZN-025,3.0
KZN-22,KZN-051,2.0
KZN-22,KZN-043,2.0
KZN-22,KZN-016,2.0
KZN-22,KZN-053,2.0
KZN-22,KZN-037,2.0
KZN-22,KZN-060,2.0
KZN-22,KZN-034,2.0
KZN-22,KZN-029,3.0
KZN-22,KZN-061,2.0
KZN-22,KZN-028,3.0
KZN-22,KZN-027,3.0
KZN-22,KZN-033,2.0
KZN-22,KZN-041,2.0
KZN-22,KZN-048,2.0
KZN-22,KZN-035,2.0
KZN-22,KZN-017,2.0
KZN-22,KZN-036,2.0
KZN-22,KZN-018,2.0
KZN-22,KZN-047,2.0
KZN-22,KZN-023,3.0
KZN-22,KZN-020,3.0
KZN-22,KZN-021,3.0
KZN-22,KZN-042,3.0
KZN-22,KZN-068,2.0
KZN-22,KZN-039,2.0
KZN-22,KZN-032,3.0
KZN-22,KZN-055,2.0
KZN-22,KZN-022,4.0
KZN-22,KZN-058,2.0
KZN-22,KZN-044,2.0
KZN-22,KZN-015,2.0
KZN-22,KZN-049,2.0
KZN-22,KZN-019,2.0
KZN-22,KZN-026,3.0
KZN-22,KZN-052,3.0
KZN-22,KZN-065,2.0
KZN-22,KZN-054,2.0
KZN-22,KZN-038,2.0
CA-05,MDA-04,2.0
CA-05,MDA-07,2.0
CA-05,SDA-05X,2.0
CA-05,SDA-04,2.0
CA-05,SDA-01,2.0
CA-05,SDA-07,2.0
CA-05,MDA-02,2.0
CA-05,MDA-08,2.0
CA-05,MDA-05,3.0
CA-05,MDA-01,2.0
CA-05,SDA-09,2.0
CA-05,SDA-08,2.0
CA-05,MDA-06,2.0
CA-05,SDA-02,2.0
CA-05,SDA-06,2.0
KZN-53,KZN-031,3.0
KZN-53,KZN-030,3.0
KZN-53,KZN-024,2.0
KZN-53,KZN-014,2.0
KZN-53,KZN-040,2.0
KZN-53,KZN-025,2.0
KZN-53,KZN-051,3.0
KZN-53,KZN-043,3.0
KZN-53,KZN-016,2.0
KZN-53,KZN-053,4.0
KZN-53,KZN-037,3.0
KZN-53,KZN-060,2.0
KZN-53,KZN-034,3.0
KZN-53,KZN-029,2.0
KZN-53,KZN-061,2.0
KZN-53,KZN-028,2.0
KZN-53,KZN-027,2.0
KZN-53,KZN-033,3.0
KZN-53,KZN-041,2.0
KZN-53,KZN-048,2.0
KZN-53,KZN-035,3.0
KZN-53,KZN-017,2.0
KZN-53,KZN-036,3.0
KZN-53,KZN-018,2.0
KZN-53,KZN-047,2.0
KZN-53,KZN-023,3.0
KZN-53,KZN-020,2.0
KZN-53,KZN-021,2.0
KZN-53,KZN-042,2.0
KZN-53,KZN-068,2.0
KZN-53,KZN-039,3.0
KZN-53,KZN-032,3.0
KZN-53,KZN-055,3.0
KZN-53,KZN-022,2.0
KZN-53,KZN-058,3.0
KZN-53,KZN-044,2.0
KZN-53,KZN-015,2.0
KZN-53,KZN-049,2.0
KZN-53,KZN-019,2.0
KZN-53,KZN-026,2.0
KZN-53,KZN-052,3.0
KZN-53,KZN-065,2.0
KZN-53,KZN-054,3.0
KZN-53,KZN-038,3.0
AA-02,MDA-04,2.0
AA-02,MDA-07,2.0
AA-02,SDA-04,2.0
AA-02,SDA-01,2.0
AA-02,SDA-07,2.0
AA-02,MDA-02,3.0
AA-02,MDA-08,2.0
AA-02,MDA-05,2.0
AA-02,MDA-01,2.0
AA-02,SDA-09,2.0
AA-02,SDA-08,2.0
AA-02,MDA-06,2.0
AA-02,SDA-02,3.0
AA-02,DC102,2.0
AA-02,SDC02,2.0
AA-02,SDA-06,2.0
204/20-W10z (WP13),204-20-W14z (WP14),2.0
204/20-W10z (WP13),204-20-L10z (LP13),2.0
204/20-W10z (WP13),204-20-W1z (WP03),2.0
204/20-W10z (WP13),204-20-W10z (WP13),4.0
204/20-C21x (CW19),204-20-C21x (CW19),4.0
SDA-02,MDA-10,2.0
SDA-02,MDA-04,3.0
SDA-02,MDA-07,3.0
SDA-02,SDC01,2.0
SDA-02,SDA-05X,3.0
SDA-02,SDA-04,4.0
SDA-02,SDA-01,4.0
SDA-02,SDA-07,4.0
SDA-02,SDA-03X,3.0
SDA-02,MDA-02,4.0
SDA-02,MDA-08,3.0
SDA-02,MDA-05,3.0
SDA-02,MDA-01,3.0
SDA-02,SDA-09,4.0
SDA-02,SDA-08,4.0
SDA-02,MDA-06,3.0
SDA-02,SDA-02,5.0
SDA-02,SDA10,3.0
SDA-02,DC102,2.0
SDA-02,SDC02,3.0
SDA-02,SDA-06,4.0
AA-13,MDA-10,2.0
AA-13,DC113,2.0
CA-01,MDA-04,2.0
CA-01,MDA-07,2.0
CA-01,SDC01,2.0
CA-01,SDA-04,2.0
CA-01,SDA-01,3.0
CA-01,SDA-07,2.0
CA-01,MDA-02,2.0
CA-01,MDA-08,2.0
CA-01,MDA-05,2.0
CA-01,MDA-01,3.0
CA-01,SDA-09,2.0
CA-01,SDA-08,2.0
CA-01,MDA-06,2.0
CA-01,SDA-02,2.0
CA-01,SDA-06,2.0
KZN-19,KZN-031,2.0
KZN-19,KZN-030,2.0
KZN-19,KZN-024,2.0
KZN-19,KZN-014,3.0
KZN-19,KZN-040,2.0
KZN-19,KZN-025,2.0
KZN-19,KZN-051,2.0
KZN-19,KZN-043,2.0
KZN-19,KZN-016,3.0
KZN-19,KZN-053,2.0
KZN-19,KZN-037,2.0
KZN-19,KZN-060,2.0
KZN-19,KZN-034,2.0
KZN-19,KZN-029,3.0
KZN-19,KZN-061,2.0
KZN-19,KZN-028,2.0
KZN-19,KZN-027,2.0
KZN-19,KZN-033,2.0
KZN-19,KZN-041,2.0
KZN-19,KZN-048,2.0
KZN-19,KZN-035,2.0
KZN-19,KZN-017,3.0
KZN-19,KZN-036,2.0
KZN-19,KZN-018,3.0
KZN-19,KZN-047,2.0
KZN-19,KZN-023,2.0
KZN-19,KZN-020,2.0
KZN-19,KZN-021,2.0
KZN-19,KZN-042,2.0
KZN-19,KZN-068,2.0
KZN-19,KZN-039,3.0
KZN-19,KZN-032,2.0
KZN-19,KZN-055,2.0
KZN-19,KZN-022,2.0
KZN-19,KZN-058,2.0
KZN-19,KZN-044,2.0
KZN-19,KZN-015,3.0
KZN-19,KZN-049,3.0
KZN-19,KZN-019,4.0
KZN-19,KZN-026,2.0
KZN-19,KZN-052,2.0
KZN-19,KZN-065,2.0
KZN-19,KZN-054,2.0
KZN-19,KZN-038,2.0
SDG-02,MDA-04,2.0
SDG-02,MDA-07,2.0
SDG-02,SDC01,2.0
SDG-02,SDA-05X,2.0
SDG-02,SDA-04,3.0
SDG-02,SDA-01,3.0
SDG-02,SDA-07,3.0
SDG-02,SDA-03X,2.0
SDG-02,MDA-02,3.0
SDG-02,MDA-08,2.0
SDG-02,MDA-05,2.0
SDG-02,MDA-01,2.0
SDG-02,SDA-09,3.0
SDG-02,SDA-08,3.0
SDG-02,MDA-06,2.0
SDG-02,SDA-02,4.0
SDG-02,SDA10,2.0
SDG-02,DC102,2.0
SDG-02,SDC02,3.0
SDG-02,SDA-06,3.0
204/20-N3 (NW01),204-20-N4 (NW04),2.0
204/20-N3 (NW01),204-20-N3 (NW01),4.0
KA-07,MDA-04,2.0
KA-07,MDA-07,3.0
KA-07,SDA-04,2.0
KA-07,SDA-01,2.0
KA-07,SDA-07,3.0
KA-07,KZN-037,2.0
KA-07,MDA-02,2.0
KA-07,KZN-027,2.0
KA-07,MDA-08,2.0
KA-07,KZN-017,2.0
KA-07,MDA-05,2.0
KA-07,KZN-047,2.0
KA-07,MDA-01,2.0
KA-07,SDA-09,2.0
KA-07,SDA-08,2.0
KA-07,MDA-06,2.0
KA-07,SDA-02,2.0
KA-07,SDA-06,2.0
822-09,822#10,2.0
822-09,822#11,2.0
822-09,822#15,2.0
822-09,822#7,2.0
822-09,822#12,2.0
822-09,822#5,2.0
822-09,822#3,2.0
822-09,SDA-09,2.0
822-09,822#9,3.0
822-09,822#13,2.0
822-09,822#4,2.0
822-09,822#8,2.0
SDX-06,MDA-04,2.0
SDX-06,MDA-07,2.0
SDX-06,SDC01,2.0
SDX-06,SDA-05X,2.0
SDX-06,SDA-04,3.0
SDX-06,SDA-01,3.0
SDX-06,SDA-07,3.0
SDX-06,SDA-03X,2.0
SDX-06,MDA-02,2.0
SDX-06,MDA-08,2.0
SDX-06,MDA-05,2.0
SDX-06,MDA-01,2.0
SDX-06,SDA-09,3.0
SDX-06,SDA-08,3.0
SDX-06,MDA-06,3.0
SDX-06,SDA-02,3.0
SDX-06,SDA10,2.0
SDX-06,SDC02,2.0
SDX-06,SDA-06,4.0
SDA-03,MDA-10,2.0
SDA-03,MDA-04,3.0
SDA-03,MDA-07,3.0
SDA-03,SDC01,2.0
SDA-03,SDA-05X,3.0
SDA-03,SDA-04,4.0
SDA-03,SDA-01,4.0
SDA-03,SDA-07,4.0
SDA-03,SDA-03X,4.0
SDA-03,MDA-02,3.0
SDA-03,MDA-08,3.0
SDA-03,MDA-05,3.0
SDA-03,DC103,2.0
SDA-03,MDA-01,3.0
SDA-03,SDA-09,4.0
SDA-03,SDA-08,4.0
SDA-03,MDA-06,3.0
SDA-03,SDA-02,4.0
SDA-03,SDA10,3.0
SDA-03,SDC03Z,2.0
SDA-03,SDC02,2.0
SDA-03,SDA-06,4.0
FA-01,MDA-04,2.0
FA-01,MDA-07,2.0
FA-01,SDC01,2.0
FA-01,SDA-04,2.0
FA-01,SDA-01,3.0
FA-01,SDA-07,2.0
FA-01,MDA-02,2.0
FA-01,MDA-08,2.0
FA-01,MDA-05,2.0
FA-01,MDA-01,3.0
FA-01,SDA-09,2.0
FA-01,SDA-08,2.0
FA-01,MDA-06,2.0
FA-01,SDA-02,2.0
FA-01,SDA-06,2.0
KZN-7,KZN-031,2.0
KZN-7,KZN-030,2.0
KZN-7,KZN-024,2.0
KZN-7,KZN-014,2.0
KZN-7,KZN-040,2.0
KZN-7,KZN-025,2.0
KZN-7,KZN-051,2.0
KZN-7,KZN-043,2.0
KZN-7,KZN-016,2.0
KZN-7,KZN-053,2.0
KZN-7,KZN-037,3.0
KZN-7,KZN-060,2.0
KZN-7,KZN-034,2.0
KZN-7,KZN-029,2.0
KZN-7,KZN-061,2.0
KZN-7,KZN-028,2.0
KZN-7,KZN-027,3.0
KZN-7,KZN-033,2.0
KZN-7,KZN-041,2.0
KZN-7,KZN-048,2.0
KZN-7,KZN-035,2.0
KZN-7,KZN-017,3.0
KZN-7,KZN-036,2.0
KZN-7,KZN-018,2.0
KZN-7,KZN-047,3.0
KZN-7,KZN-023,2.0
KZN-7,KZN-020,2.0
KZN-7,KZN-021,2.0
KZN-7,KZN-042,2.0
KZN-7,KZN-068,2.0
KZN-7,KZN-039,2.0
KZN-7,KZN-032,2.0
KZN-7,KZN-055,2.0
KZN-7,KZN-022,2.0
KZN-7,KZN-058,2.0
KZN-7,KZN-044,2.0
KZN-7,KZN-015,2.0
KZN-7,KZN-049,2.0
KZN-7,KZN-019,2.0
KZN-7,KZN-026,2.0
KZN-7,KZN-052,2.0
KZN-7,KZN-065,2.0
KZN-7,KZN-054,2.0
KZN-7,KZN-038,2.0
206/08-A22,206-08-A21,3.0
206/08-A22,206-08-A20,3.0
206/08-A22,206-08-A14,2.0
206/08-A22,206-08-A19,2.0
206/08-A22,206-08-A13,2.0
206/08-A22,206-08-A04,2.0
206/08-A22,206-08-A05,2.0
206/08-A22,206-08-A15,2.0
206/08-A22,206-08-A09,2.0
206/08-A22,206-08-A07,2.0
206/08-A22,206-08-A12,3.0
206/08-A22,206-08-A17,2.0
206/08-A22,206-08-A16,2.0
206/08-A22,206-08-A10,2.0
206/08-A22,206-08-A02,3.0
206/08-A22,206-08-A18,2.0
206/08-A05,206-08-A21,2.0
206/08-A05,206-08-A20,2.0
206/08-A05,206-08-A08z,2.0
206/08-A05,206-08-A14,2.0
206/08-A05,206-08-A19,2.0
206/08-A05,206-08-A13,2.0
206/08-A05,206-08-A06x,2.0
206/08-A05,206-08-A04,3.0
206/08-A05,206-08-A05,4.0
206/08-A05,206-08-A15,3.0
206/08-A05,206-08-A09,3.0
206/08-A05,206-08-A07,3.0
206/08-A05,206-08-A12,2.0
206/08-A05,206-08-A17,2.0
206/08-A05,206-08-A03z,2.0
206/08-A05,206-08-A16,2.0
206/08-A05,206-08-A10,2.0
206/08-A05,206-08-A02,3.0
206/08-A05,206-08-A18,2.0
IA-06,MDA-04,2.0
IA-06,MDA-07,2.0
IA-06,SDA-04,2.0
IA-06,SDA-01,2.0
IA-06,SDA-07,2.0
IA-06,MDA-02,2.0
IA-06,MDA-08,2.0
IA-06,MDA-05,2.0
IA-06,MDA-01,2.0
IA-06,SDA-09,2.0
IA-06,SDA-08,2.0
IA-06,MDA-06,3.0
IA-06,SDA-02,2.0
IA-06,SDA-06,3.0
KZN-8,KZN-031,2.0
KZN-8,KZN-030,2.0
KZN-8,KZN-024,2.0
KZN-8,KZN-014,2.0
KZN-8,KZN-040,2.0
KZN-8,KZN-025,2.0
KZN-8,KZN-051,2.0
KZN-8,KZN-043,2.0
KZN-8,KZN-016,2.0
KZN-8,KZN-053,2.0
KZN-8,KZN-037,2.0
KZN-8,KZN-060,2.0
KZN-8,KZN-034,2.0
KZN-8,KZN-029,2.0
KZN-8,KZN-061,2.0
KZN-8,KZN-028,3.0
KZN-8,KZN-027,2.0
KZN-8,KZN-033,2.0
KZN-8,KZN-041,2.0
KZN-8,KZN-048,3.0
KZN-8,KZN-035,2.0
KZN-8,KZN-017,2.0
KZN-8,KZN-036,2.0
KZN-8,KZN-018,3.0
KZN-8,KZN-047,2.0
KZN-8,KZN-023,2.0
KZN-8,KZN-020,2.0
KZN-8,KZN-021,2.0
KZN-8,KZN-042,2.0
KZN-8,KZN-068,3.0
KZN-8,KZN-039,2.0
KZN-8,KZN-032,2.0
KZN-8,KZN-055,2.0
KZN-8,KZN-022,2.0
KZN-8,KZN-058,3.0
KZN-8,KZN-044,2.0
KZN-8,KZN-015,2.0
KZN-8,KZN-049,2.0
KZN-8,KZN-019,2.0
KZN-8,KZN-026,2.0
KZN-8,KZN-052,2.0
KZN-8,KZN-065,2.0
KZN-8,KZN-054,2.0
KZN-8,KZN-038,3.0
DC102,SDC01,2.0
DC102,DC314,2.0
DC102,DC142,4.0
DC102,MDA-02,2.0
DC102,DC134,3.0
DC102,DC322,3.0
DC102,DC112,4.0
DC102,DC113,3.0
DC102,DC311,2.0
DC102,DC103,4.0
DC102,DC131,3.0
DC102,DC122,4.0
DC102,DC121,3.0
DC102,DC111,3.0
DC102,DC323,2.0
DC102,DC312,3.0
DC102,DC114,3.0
DC102,SDA-02,2.0
DC102,SDA10,2.0
DC102,DC102,5.0
DC102,DC123,3.0
DC102,DC321,2.0
DC102,DC143,3.0
DC102,DC317,2.0
DC102,SDC02,3.0
DC102,DC124,3.0
IA-21,SDA-01,2.0
IA-21,MDA-01,2.0
IA-21,DC121,2.0
IA-21,DC321,2.0
206/08-A20,206-08-A21,3.0
206/08-A20,206-08-A20,4.0
206/08-A20,206-08-A14,2.0
206/08-A20,206-08-A19,2.0
206/08-A20,206-08-A13,2.0
206/08-A20,206-08-A04,2.0
206/08-A20,206-08-A05,2.0
206/08-A20,206-08-A15,2.0
206/08-A20,206-08-A09,2.0
206/08-A20,206-08-A07,2.0
206/08-A20,206-08-A12,2.0
206/08-A20,206-08-A17,2.0
206/08-A20,206-08-A16,2.0
206/08-A20,206-08-A10,3.0
206/08-A20,206-08-A02,2.0
206/08-A20,206-08-A18,2.0
204/20-L2A (LW04),204-20-L2A (LW04),4.0
JUN-02,KZN-024,2.0
JUN-02,KZN-025,2.0
JUN-02,KZN-029,2.0
JUN-02,MDA-02,2.0
JUN-02,KZN-028,2.0
JUN-02,KZN-027,2.0
JUN-02,KZN-023,2.0
JUN-02,KZN-020,2.0
JUN-02,KZN-021,2.0
JUN-02,KZN-042,2.0
JUN-02,KZN-032,2.0
JUN-02,SDA-02,2.0
JUN-02,KZN-022,2.0
JUN-02,KZN-026,2.0
JUN-02,KZN-052,2.0
TZN-1,KZN-031,2.0
TZN-1,KZN-014,2.0
TZN-1,KZN-051,2.0
TZN-1,KZN-016,2.0
TZN-1,KZN-061,2.0
TZN-1,KZN-041,2.0
TZN-1,KZN-017,2.0
TZN-1,KZN-018,2.0
TZN-1,KZN-021,2.0
TZN-1,KZN-015,2.0
TZN-1,KZN-019,2.0
IA-12,MDA-10,2.0
IA-12,MDA-02,2.0
IA-12,DC112,2.0
IA-12,DC312,2.0
IA-12,SDA-02,2.0
206/08-A02,206-08-A21,2.0
206/08-A02,206-08-A20,2.0
206/08-A02,206-08-A08z,2.0
206/08-A02,206-08-A14,2.0
206/08-A02,206-08-A19,2.0
206/08-A02,206-08-A13,2.0
206/08-A02,206-08-A06x,2.0
206/08-A02,206-08-A04,3.0
