Source,Target,weight,distance
DC112,DC311,1,2
DC112,DC312,2,1
DC112,DC313,1,2
DC112,DC314,1,2
DC112,DC317,1,2
DC112,DC321,0,3
DC112,DC322,1,2
DC112,DC323,0,3
DC112,DC324,0,3
DC112,DC801,0,3
DC112,AA-12,0,3
DC112,IA-12,0,3
DC112,KA-12,0,3
DC112,MA-12,0,3
DC112,MB-12,0,3
DC113,SDC03,0,3
DC113,DC102,1,2
DC113,DC103,2,1
DC113,DC111,2,1
DC113,DC112,2,1
DC113,DC113,3,0
DC113,DC114,2,1
DC113,DC121,1,2
DC113,DC122,1,2
DC113,DC123,2,1
DC113,DC124,1,2
DC113,DC131,1,2
DC113,DC132,1,2
DC113,DC133,2,1
DC113,DC134,1,2
DC113,DC141,1,2
DC113,DC142,1,2
DC113,DC143,2,1
DC113,DC144,1,2
DC113,DC211,1,2
DC113,DC311,1,2
DC113,DC312,1,2
DC113,DC313,2,1
DC113,DC314,1,2
DC113,DC317,1,2
DC113,DC321,0,3
DC113,DC322,0,3
DC113,DC323,1,2
DC113,DC324,0,3
DC113,DC801,0,3
DC113,AA-13,0,3
DC113,IA-13,0,3
DC113,KA-13,0,3
DC113,MA-13,0,3
DC113,MB-13,0,3
DC114,SDC04,0,3
DC114,DC102,1,2
DC114,DC103,1,2
DC114,DC111,2,1
DC114,DC112,2,1
DC114,DC113,2,1
DC114,DC114,3,0
DC114,DC121,1,2
DC114,DC122,1,2
DC114,DC123,1,2
DC114,DC124,2,1
DC114,DC131,1,2
DC114,DC132,1,2
DC114,DC133,1,2
DC114,DC134,2,1
DC114,DC141,1,2
DC114,DC142,1,2
DC114,DC143,1,2
DC114,DC144,2,1
DC114,DC211,1,2
DC114,DC311,1,2
DC114,DC312,1,2
DC114,DC313,1,2
DC114,DC314,2,1
DC114,DC317,1,2
DC114,DC321,0,3
DC114,DC322,0,3
DC114,DC323,0,3
DC114,DC324,1,2
DC114,DC801,0,3
DC114,AA-14,0,3
DC114,IA-14,0,3
DC114,MA-14,0,3
DC114,MB-14,0,3
DC114,KA-14,0,3
DC121,SDC02,0,3
DC121,SDCK01,0,3
DC121,SDCP01,0,3
DC121,DC102,1,2
DC121,DC103,1,2
DC121,DC111,2,1
DC121,DC112,1,2
DC121,DC113,1,2
DC121,DC114,1,2
DC121,DC121,3,0
DC121,DC122,2,1
DC121,DC123,2,1
DC121,DC124,2,1
DC121,DC131,2,1
DC121,DC132,1,2
DC121,DC133,1,2
DC121,DC134,1,2
DC121,DC141,2,1
DC121,DC142,1,2
DC121,DC143,1,2
DC121,DC144,1,2
DC121,DC211,1,2
DC121,DC311,1,2
DC121,DC312,1,2
DC121,DC313,0,3
DC121,DC314,0,3
DC121,DC317,0,3
DC121,DC321,2,1
DC121,DC322,1,2
DC121,DC323,1,2
DC121,DC324,1,2
DC121,DC801,1,2
DC121,SC-01,0,3
DC121,IA-21,0,3
DC122,SDC02,0,3
DC122,DC102,2,1
DC122,DC103,1,2
DC122,DC111,1,2
DC122,DC112,2,1
DC122,DC113,1,2
DC122,DC114,1,2
DC122,DC121,2,1
DC122,DC122,3,0
DC122,DC123,2,1
DC122,DC124,2,1
DC122,DC131,1,2
DC122,DC132,2,1
DC122,DC133,1,2
DC122,DC134,1,2
DC122,DC141,1,2
DC122,DC142,2,1
DC122,DC143,1,2
DC122,DC144,1,2
DC122,DC211,0,3
DC122,DC311,0,3
DC122,DC312,1,2
DC122,DC313,0,3
DC122,DC314,0,3
DC122,DC317,0,3
DC122,DC321,1,2
DC122,DC322,2,1
DC122,DC323,1,2
DC122,DC324,1,2
DC122,DC801,0,3
DC122,IA-22,0,3
DC123,SDC02,0,3
DC123,SDC03,0,3
DC123,DC102,1,2
DC123,DC103,2,1
DC123,DC111,1,2
DC123,DC112,1,2
DC123,DC113,2,1
DC123,DC114,1,2
DC123,DC121,2,1
DC123,DC122,2,1
DC123,DC123,3,0
DC123,DC124,2,1
DC123,DC131,1,2
DC123,DC132,1,2
DC123,DC133,2,1
DC123,DC134,1,2
DC123,DC141,1,2
DC123,DC142,1,2
DC123,DC143,2,1
DC123,DC144,1,2
DC123,DC211,0,3
DC123,DC311,0,3
DC123,DC312,1,2
DC123,DC313,1,2
DC123,DC314,0,3
DC123,DC317,0,3
DC123,DC321,1,2
DC123,DC322,1,2
DC123,DC323,2,1
DC123,DC324,1,2
DC123,DC801,0,3
DC123,IA-23,0,3
DC124,SDC02,0,3
DC124,SDC04,0,3
DC124,DC102,1,2
DC124,DC103,1,2
DC124,DC111,1,2
DC124,DC112,1,2
DC124,DC113,1,2
DC124,DC114,2,1
DC124,DC121,2,1
DC124,DC122,2,1
DC124,DC123,2,1
DC124,DC124,3,0
DC124,DC131,1,2
DC124,DC132,1,2
DC124,DC133,1,2
DC124,DC134,2,1
DC124,DC141,1,2
DC124,DC142,1,2
DC124,DC143,1,2
DC124,DC144,2,1
DC124,DC211,0,3
DC124,DC311,0,3
DC124,DC312,1,2
DC124,DC313,0,3
DC124,DC314,1,2
DC124,DC317,0,3
DC124,DC321,1,2
DC124,DC322,1,2
DC124,DC323,1,2
DC124,DC324,2,1
DC124,DC801,0,3
DC124,IA-24,0,3
DC131,SDC03,0,3
DC131,SDCK01,0,3
DC131,SDCP01,0,3
DC131,DC102,1,2
DC131,DC103,1,2
DC131,DC111,2,1
DC131,DC112,1,2
DC131,DC113,1,2
DC131,DC114,1,2
DC131,DC121,2,1
DC131,DC122,1,2
DC131,DC123,1,2
DC131,DC124,1,2
DC131,DC131,3,0
DC131,DC132,2,1
DC131,DC133,2,1
DC131,DC134,2,1
DC131,DC141,2,1
DC131,DC142,1,2
DC131,DC143,1,2
DC131,DC144,1,2
DC131,DC211,1,2
DC131,DC311,1,2
DC131,DC312,1,2
DC131,DC313,1,2
DC131,DC314,1,2
DC131,DC317,1,2
DC131,DC321,1,2
DC131,DC322,0,3
DC131,DC323,0,3
DC131,DC324,0,3
DC131,DC801,1,2
DC131,SC-01,0,3
DC134,SDC03,0,3
DC134,SDC04,0,3
DC134,DC102,1,2
DC134,DC103,1,2
DC134,DC111,1,2
DC134,DC112,1,2
DC134,DC113,1,2
DC134,DC114,2,1
DC134,DC121,1,2
DC134,DC122,1,2
DC134,DC123,1,2
DC134,DC124,2,1
DC134,DC131,2,1
DC134,DC132,2,1
DC134,DC133,2,1
DC134,DC134,3,0
DC134,DC141,1,2
DC134,DC142,1,2
DC134,DC143,1,2
DC134,DC144,2,1
DC134,DC211,0,3
DC134,DC311,0,3
DC134,DC312,0,3
DC134,DC313,1,2
DC134,DC314,1,2
DC134,DC317,0,3
DC134,DC321,0,3
DC134,DC322,0,3
DC134,DC323,0,3
DC134,DC324,1,2
DC134,DC801,0,3
DC142,SDC02,0,3
DC142,SDC04,0,3
DC142,DC102,2,1
DC142,DC103,1,2
DC142,DC111,1,2
DC142,DC112,2,1
DC142,DC113,1,2
DC142,DC114,1,2
DC142,DC121,1,2
DC142,DC122,2,1
DC142,DC123,1,2
DC142,DC124,1,2
DC142,DC131,1,2
DC142,DC132,2,1
DC142,DC133,1,2
DC142,DC134,1,2
DC142,DC141,2,1
DC142,DC142,3,0
DC142,DC143,2,1
DC142,DC144,2,1
DC142,DC211,0,3
DC142,DC311,0,3
DC142,DC312,1,2
DC142,DC313,0,3
DC142,DC314,1,2
DC142,DC317,0,3
DC142,DC321,0,3
DC142,DC322,1,2
DC142,DC323,0,3
DC142,DC324,0,3
DC142,DC801,0,3
DC143,SDC03,0,3
DC143,SDC04,0,3
DC143,DC102,1,2
DC143,DC103,2,1
DC143,DC111,1,2
DC143,DC112,1,2
DC143,DC113,2,1
DC143,DC114,1,2
DC143,DC121,1,2
DC143,DC122,1,2
DC143,DC123,2,1
DC143,DC124,1,2
DC143,DC131,1,2
DC143,DC132,1,2
DC143,DC133,2,1
DC143,DC134,1,2
DC143,DC141,2,1
DC143,DC142,2,1
DC143,DC143,3,0
DC143,DC144,2,1
DC143,DC211,0,3
DC143,DC311,0,3
DC143,DC312,0,3
DC143,DC313,1,2
DC143,DC314,1,2
DC143,DC317,0,3
DC143,DC321,0,3
DC143,DC322,0,3
DC143,DC323,1,2
DC143,DC324,0,3
DC143,DC801,0,3
DC311,SDA-11,0,3
DC311,SDCK01,0,3
DC311,SDCP01,0,3
DC311,DC102,0,3
DC311,DC103,0,3
DC311,DC111,2,1
DC311,DC112,1,2
DC311,DC113,1,2
DC311,DC114,1,2
DC311,DC121,1,2
DC311,DC122,0,3
DC311,DC123,0,3
DC311,DC124,0,3
DC311,DC131,1,2
DC311,DC132,0,3
DC311,DC133,0,3
DC311,DC134,0,3
DC311,DC141,1,2
DC311,DC142,0,3
DC311,DC143,0,3
DC311,DC144,0,3
DC311,DC211,2,1
DC311,DC311,3,0
DC311,DC312,2,1
DC311,DC313,2,1
DC311,DC314,2,1
DC311,DC317,2,1
DC311,DC321,2,1
DC311,DC322,1,2
DC311,DC323,1,2
DC311,DC324,1,2
DC311,DC801,1,2
DC311,SC-01,0,3
DC311,AA-11,0,3
DC311,IA-11,0,3
DC311,KA-11,0,3
DC311,MA-11,0,3
DC311,MB-11,0,3
DC312,SDC02,0,3
DC312,SDA-12,0,3
DC312,DC102,1,2
DC312,DC103,0,3
DC312,DC111,1,2
DC312,DC112,2,1
DC312,DC113,1,2
DC312,DC114,1,2
DC312,DC121,1,2
DC312,DC122,1,2
DC312,DC123,1,2
DC312,DC124,1,2
DC312,DC131,1,2
DC312,DC132,1,2
DC312,DC133,0,3
DC312,DC134,0,3
DC312,DC141,0,3
DC312,DC142,1,2
DC312,DC143,0,3
DC312,DC144,0,3
DC312,DC211,1,2
DC312,DC311,2,1
DC312,DC312,3,0
DC312,DC313,2,1
DC312,DC314,2,1
DC312,DC317,2,1
DC312,DC321,1,2
DC312,DC322,2,1
DC312,DC323,1,2
DC312,DC324,1,2
DC312,DC801,0,3
DC312,AA-12,0,3
DC312,IA-12,0,3
DC312,KA-12,0,3
DC312,MA-12,0,3
DC312,MB-12,0,3
DC314,SDC04,0,3
DC314,DC102,0,3
DC314,DC103,0,3
DC314,DC111,1,2
DC314,DC112,1,2
DC314,DC113,1,2
DC314,DC114,2,1
DC314,DC121,0,3
DC314,DC122,0,3
DC314,DC123,0,3
DC314,DC124,1,2
DC314,DC131,1,2
DC314,DC132,0,3
DC314,DC133,0,3
DC314,DC134,1,2
DC314,DC141,1,2
DC314,DC142,1,2
DC314,DC143,1,2
DC314,DC144,1,2
DC314,DC211,1,2
DC314,DC311,2,1
DC314,DC312,2,1
DC314,DC313,2,1
DC314,DC314,3,0
DC314,DC317,2,1
DC314,DC321,1,2
DC314,DC322,1,2
DC314,DC323,1,2
DC314,DC324,2,1
DC314,DC801,0,3
DC314,AA-14,0,3
DC314,IA-14,0,3
DC314,MA-14,0,3
DC314,MB-14,0,3
DC314,KA-14,0,3
DC317,DC102,0,3
DC317,DC103,0,3
DC317,DC111,1,2
DC317,DC112,1,2
DC317,DC113,1,2
DC317,DC114,1,2
DC317,DC121,0,3
DC317,DC122,0,3
DC317,DC123,0,3
DC317,DC124,0,3
DC317,DC131,1,2
DC317,DC132,0,3
DC317,DC133,0,3
DC317,DC134,0,3
DC317,DC141,0,3
DC317,DC142,0,3
DC317,DC143,0,3
DC317,DC144,0,3
DC317,DC211,1,2
DC317,DC311,2,1
DC317,DC312,2,1
DC317,DC313,2,1
DC317,DC314,2,1
DC317,DC317,3,0
DC317,DC321,1,2
DC317,DC322,1,2
DC317,DC323,1,2
DC317,DC324,1,2
DC317,DC801,0,3
DC317,IA-17,0,3
DC317,MA-17,0,3
DC317,AA-17,0,3
DC317,KA-17,0,3
DC322,SDC02,0,3
DC322,DC102,1,2
DC322,DC103,0,3
DC322,DC111,0,3
DC322,DC112,1,2
DC322,DC113,0,3
DC322,DC114,0,3
DC322,DC121,1,2
DC322,DC122,2,1
DC322,DC123,1,2
DC322,DC124,1,2
DC322,DC131,0,3
DC322,DC132,1,2
DC322,DC133,0,3
DC322,DC134,0,3
DC322,DC141,0,3
DC322,DC142,1,2
DC322,DC143,0,3
DC322,DC144,0,3
DC322,DC211,0,3
DC322,DC311,1,2
DC322,DC312,2,1
DC322,DC313,1,2
DC322,DC314,1,2
DC322,DC317,1,2
DC322,DC321,2,1
DC322,DC322,3,0
DC322,DC323,2,1
DC322,DC324,2,1
DC322,DC801,0,3
DC322,IA-22,0,3
DC323,SDC02,0,3
DC323,SDC03,0,3
DC323,DC102,0,3
DC323,DC103,1,2
DC323,DC111,0,3
DC323,DC112,0,3
DC323,DC113,1,2
DC323,DC114,0,3
DC323,DC121,1,2
DC323,DC122,1,2
DC323,DC123,2,1
DC323,DC124,1,2
DC323,DC131,0,3
DC323,DC132,1,2
DC323,DC133,1,2
DC323,DC134,0,3
DC323,DC141,0,3
DC323,DC142,0,3
DC323,DC143,1,2
DC323,DC144,0,3
DC323,DC211,0,3
DC323,DC311,1,2
DC323,DC312,1,2
DC323,DC313,2,1
DC323,DC314,1,2
DC323,DC317,1,2
DC323,DC321,2,1
DC323,DC322,2,1
DC323,DC323,3,0
DC323,DC324,2,1
DC323,DC801,0,3
DC323,IA-23,0,3
MDA-01,SDA-01,2,1
MDA-01,SDA-02,1,2
MDA-01,SDA-03,1,2
MDA-01,SDA-04,1,2
MDA-01,SDA-05,1,2
MDA-01,SDA-06,1,2
MDA-01,SDA-07,1,2
MDA-01,SDA-08,1,2
MDA-01,SDG-02,0,3
MDA-01,SDG-03,0,3
MDA-01,SDG-04,0,3
MDA-01,SDX-05,0,3
MDA-01,SDX-06,0,3
MDA-01,SDA-09,1,2
MDA-01,SDA-10,0,3
MDA-01,SDA-11,1,2
MDA-01,SDA-12,0,3
MDA-01,SDCK01,0,3
MDA-01,SDCP01,0,3
MDA-01,MA-PA,0,3
MDA-01,MA-PB,0,3
MDA-01,MA-PC,0,3
MDA-01,MA-PD,0,3
MDA-01,MA-WA,0,3
MDA-01,MA-WB,0,3
MDA-01,MA-WC,0,3
MDA-01,MA-PE,0,3
MDA-01,775-01,0,3
MDA-01,776-01,0,3
MDA-01,777-01,0,3
MDA-01,778-01,0,3
MDA-01,822-01,0,3
MDA-01,DC801,0,3
MDA-01,EA-02,0,3
MDA-01,SA-01,1,2
MDA-01,SC-01,0,3
MDA-01,AA-01,1,2
MDA-01,AA-02,0,3
MDA-01,AA-03,0,3
MDA-01,AA-04,0,3
MDA-01,AA-05,0,3
MDA-01,AA-06,0,3
MDA-01,AA-07,0,3
MDA-01,AA-08,0,3
MDA-01,AA-09,0,3
MDA-01,AA-11,0,3
MDA-01,CAN-01,0,3
MDA-01,CA-01,1,2
MDA-01,CA-02,0,3
MDA-01,CA-03,0,3
MDA-01,CA-04,0,3
MDA-01,CA-05,0,3
MDA-01,CA-06,0,3
MDA-01,CA-07,0,3
MDA-01,CA-08,0,3
MDA-01,CA-09,0,3
MDA-01,FA-01,1,2
MDA-01,FA-02,0,3
MDA-01,FA-03,0,3
MDA-01,FA-04,0,3
MDA-01,FA-05,0,3
MDA-01,IA-01,1,2
MDA-01,IA-02,0,3
MDA-01,IA-03,0,3
MDA-01,IA-04,0,3
MDA-01,IA-05,0,3
MDA-01,IA-06,0,3
MDA-01,IA-07,0,3
MDA-01,IA-08,0,3
MDA-01,IA-09,0,3
MDA-01,IA-11,0,3
MDA-01,IA-21,0,3
MDA-01,JUN-01,0,3
MDA-01,KA-01,1,2
MDA-01,KA-02,0,3
MDA-01,KA-03,0,3
MDA-01,KA-04,0,3
MDA-01,KA-05,0,3
MDA-01,KA-06,0,3
MDA-01,KA-07,0,3
MDA-01,KA-08,0,3
MDA-01,KA-09,0,3
MDA-01,KA-11,0,3
MDA-01,MA-01,2,1
MDA-01,MA-02,1,2
MDA-01,MA-03,1,2
MDA-01,MA-04,1,2
MDA-01,MA-05,1,2
MDA-01,MA-06,1,2
MDA-01,MA-07,1,2
MDA-01,MA-08,1,2
MDA-01,MA-09,1,2
MDA-01,MA-10,0,3
MDA-01,MA-11,1,2
MDA-01,MA-12,0,3
MDA-01,MA-13,0,3
MDA-01,MA-14,0,3
MDA-01,MA-15,0,3
MDA-01,MA-16,0,3
MDA-01,MA-17,0,3
MDA-01,MA-18,0,3
MDA-01,MB-01,1,2
MDA-01,MB-02,0,3
MDA-01,MB-03,0,3
MDA-01,MB-04,0,3
MDA-01,MB-05,0,3
MDA-01,MB-06,0,3
MDA-01,MB-07,0,3
MDA-01,MB-08,0,3
MDA-01,MB-09,0,3
MDA-01,MB-11,0,3
MDA-01,MAN-01,1,2
MDA-01,MAN-02,0,3
MDA-01,MAN-03,0,3
MDA-01,MAN-04,0,3
MDA-01,MAN-05,0,3
MDA-01,MAN-06,0,3
MDA-01,MAN-07,0,3
MDA-01,SAV-01,0,3
MDA-01,SER-01,0,3
MDA-01,MAN-09,0,3
MDA-01,MAN-08,0,3
MDA-02,SDA-01,1,2
MDA-02,SDA-02,2,1
MDA-02,SDA-03,1,2
MDA-02,SDA-04,1,2
MDA-02,SDA-05,1,2
MDA-02,SDA-06,1,2
MDA-02,SDA-07,1,2
MDA-02,SDA-08,1,2
MDA-02,SDC02,0,3
MDA-02,SDD02,0,3
MDA-02,SDG-02,1,2
MDA-02,SDG-03,0,3
MDA-02,SDG-04,0,3
MDA-02,SDX-05,0,3
MDA-02,SDX-06,0,3
MDA-02,SDA-09,1,2
MDA-02,SDA-10,0,3
MDA-02,SDA-11,0,3
MDA-02,SDA-12,1,2
MDA-02,MA-PA,0,3
MDA-02,MA-PB,0,3
MDA-02,MA-PC,0,3
MDA-02,MA-PD,0,3
MDA-02,MA-WA,0,3
MDA-02,MA-WB,0,3
MDA-02,MA-WC,0,3
MDA-02,MA-PE,0,3
MDA-02,776-02,0,3
MDA-02,777-02,0,3
MDA-02,778-02,0,3
MDA-02,821-02,0,3
MDA-02,822-02,0,3
MDA-02,DC102,0,3
MDA-02,EA-02,1,2
MDA-02,SA-01,0,3
MDA-02,AA-01,0,3
MDA-02,AA-02,1,2
MDA-02,AA-03,0,3
MDA-02,AA-04,0,3
MDA-02,AA-05,0,3
MDA-02,AA-06,0,3
MDA-02,AA-07,0,3
MDA-02,AA-08,0,3
MDA-02,AA-09,0,3
MDA-02,AA-12,0,3
MDA-02,CAN-02,0,3
MDA-02,CA-01,0,3
MDA-02,CA-02,1,2
MDA-02,CA-03,0,3
MDA-02,CA-04,0,3
MDA-02,CA-05,0,3
MDA-02,CA-06,0,3
MDA-02,CA-07,0,3
MDA-02,CA-08,0,3
MDA-02,CA-09,0,3
MDA-02,FA-01,0,3
MDA-02,FA-02,1,2
MDA-02,FA-03,0,3
MDA-02,FA-04,0,3
MDA-02,FA-05,0,3
MDA-02,IA-01,0,3
MDA-02,IA-02,1,2
MDA-02,IA-03,0,3
MDA-02,IA-04,0,3
MDA-02,IA-05,0,3
MDA-02,IA-06,0,3
MDA-02,IA-07,0,3
MDA-02,IA-08,0,3
MDA-02,IA-09,0,3
MDA-02,IA-12,0,3
MDA-02,IA-22,0,3
MDA-02,JUN-02,0,3
MDA-02,KA-01,0,3
MDA-02,KA-02,1,2
MDA-02,KA-03,0,3
MDA-02,KA-04,0,3
MDA-02,KA-05,0,3
MDA-02,KA-06,0,3
MDA-02,KA-07,0,3
MDA-02,KA-08,0,3
MDA-02,KA-09,0,3
MDA-02,KA-12,0,3
MDA-02,MA-01,1,2
MDA-02,MA-02,2,1
MDA-02,MA-03,1,2
MDA-02,MA-04,1,2
MDA-02,MA-05,1,2
MDA-02,MA-06,1,2
MDA-02,MA-07,1,2
MDA-02,MA-08,1,2
MDA-02,MA-09,1,2
MDA-02,MA-10,0,3
MDA-02,MA-11,0,3
MDA-02,MA-12,1,2
MDA-02,MA-13,0,3
MDA-02,MA-14,0,3
MDA-02,MA-15,0,3
MDA-02,MA-16,0,3
MDA-02,MA-17,0,3
MDA-02,MA-18,0,3
MDA-02,MB-01,0,3
MDA-02,MB-02,1,2
MDA-02,MB-03,0,3
MDA-02,MB-04,0,3
MDA-02,MB-05,0,3
MDA-02,MB-06,0,3
MDA-02,MB-07,0,3
MDA-02,MB-08,0,3
MDA-02,MB-09,0,3
MDA-02,MB-12,0,3
MDA-02,MAN-01,0,3
MDA-02,MAN-02,1,2
MDA-02,MAN-03,0,3
MDA-02,MAN-04,0,3
MDA-02,MAN-05,0,3
MDA-02,MAN-06,0,3
MDA-02,MAN-07,0,3
MDA-02,SAV-02,0,3
MDA-02,SER-02,0,3
MDA-02,MAN-09,0,3
MDA-02,MAN-08,0,3
MDA-04,SDA-01,1,2
MDA-04,SDA-02,1,2
MDA-04,SDA-03,1,2
MDA-04,SDA-04,2,1
MDA-04,SDA-05,1,2
MDA-04,SDA-06,1,2
MDA-04,SDA-07,1,2
MDA-04,SDA-08,1,2
MDA-04,SDC04,0,3
MDA-04,SDD04,0,3
MDA-04,SDG-02,0,3
MDA-04,SDG-03,0,3
MDA-04,SDG-04,1,2
MDA-04,SDX-05,0,3
MDA-04,SDX-06,0,3
MDA-04,SDA-09,1,2
MDA-04,SDA-10,0,3
MDA-04,SDA-11,0,3
MDA-04,SDA-12,0,3
MDA-04,MA-PA,0,3
MDA-04,MA-PB,0,3
MDA-04,MA-PC,0,3
MDA-04,MA-PD,0,3
MDA-04,MA-WA,0,3
MDA-04,MA-WB,0,3
MDA-04,MA-WC,0,3
MDA-04,MA-PE,0,3
MDA-04,776-04,0,3
MDA-04,777-04,0,3
MDA-04,822-04,0,3
MDA-04,EA-02,0,3
MDA-04,SA-01,0,3
MDA-04,AA-01,0,3
MDA-04,AA-02,0,3
MDA-04,AA-03,0,3
MDA-04,AA-04,1,2
MDA-04,AA-05,0,3
MDA-04,AA-06,0,3
MDA-04,AA-07,0,3
MDA-04,AA-08,0,3
MDA-04,AA-09,0,3
MDA-04,AA-14,0,3
MDA-04,CA-01,0,3
MDA-04,CA-02,0,3
MDA-04,CA-03,0,3
MDA-04,CA-04,1,2
MDA-04,CA-05,0,3
MDA-04,CA-06,0,3
MDA-04,CA-07,0,3
MDA-04,CA-08,0,3
MDA-04,CA-09,0,3
MDA-04,FA-01,0,3
MDA-04,FA-02,0,3
MDA-04,FA-03,0,3
MDA-04,FA-04,1,2
MDA-04,FA-05,0,3
MDA-04,IA-01,0,3
MDA-04,IA-02,0,3
MDA-04,IA-03,0,3
MDA-04,IA-04,1,2
MDA-04,IA-05,0,3
MDA-04,IA-06,0,3
MDA-04,IA-07,0,3
MDA-04,IA-08,0,3
MDA-04,IA-09,0,3
MDA-04,IA-14,0,3
MDA-04,IA-24,0,3
MDA-04,JUN-04,0,3
MDA-04,KA-01,0,3
MDA-04,KA-02,0,3
MDA-04,KA-03,0,3
MDA-04,KA-04,1,2
MDA-04,KA-05,0,3
MDA-04,KA-06,0,3
MDA-04,KA-07,0,3
MDA-04,KA-08,0,3
MDA-04,KA-09,0,3
MDA-04,MA-01,1,2
MDA-04,MA-02,1,2
MDA-04,MA-03,1,2
MDA-04,MA-04,2,1
MDA-04,MA-05,1,2
MDA-04,MA-06,1,2
MDA-04,MA-07,1,2
MDA-04,MA-08,1,2
MDA-04,MA-09,1,2
MDA-04,MA-10,0,3
MDA-04,MA-11,0,3
MDA-04,MA-12,0,3
MDA-04,MA-13,0,3
MDA-04,MA-14,1,2
MDA-04,MA-15,0,3
MDA-04,MA-16,0,3
MDA-04,MA-17,0,3
MDA-04,MA-18,0,3
MDA-04,MB-01,0,3
MDA-04,MB-02,0,3
MDA-04,MB-03,0,3
MDA-04,MB-04,1,2
MDA-04,MB-05,0,3
MDA-04,MB-06,0,3
MDA-04,MB-07,0,3
MDA-04,MB-08,0,3
MDA-04,MB-09,0,3
MDA-04,MB-14,0,3
MDA-04,MAN-01,0,3
MDA-04,MAN-02,0,3
MDA-04,MAN-03,0,3
MDA-04,MAN-04,1,2
MDA-04,MAN-05,0,3
MDA-04,MAN-06,0,3
MDA-04,MAN-07,0,3
MDA-04,SAV-04,0,3
MDA-04,SER-04,0,3
MDA-04,MAN-09,0,3
MDA-04,MAN-08,0,3
MDA-04,KA-14,0,3
MDA-05,SDA-01,1,2
MDA-05,SDA-02,1,2
MDA-05,SDA-03,1,2
MDA-05,SDA-04,1,2
MDA-05,SDA-05,2,1
MDA-05,SDA-06,1,2
MDA-05,SDA-07,1,2
MDA-05,SDA-08,1,2
MDA-05,SDG-02,0,3
MDA-05,SDG-03,0,3
MDA-05,SDG-04,0,3
MDA-05,SDX-05,1,2
MDA-05,SDX-06,0,3
MDA-05,SDA-09,1,2
MDA-05,SDA-10,0,3
MDA-05,SDA-11,0,3
MDA-05,SDA-12,0,3
MDA-05,MA-PA,0,3
MDA-05,MA-PB,0,3
MDA-05,MA-PC,0,3
MDA-05,MA-PD,0,3
MDA-05,MA-WA,0,3
MDA-05,MA-WB,0,3
MDA-05,MA-WC,0,3
MDA-05,MA-PE,0,3
MDA-05,776-05,0,3
MDA-05,777-05,0,3
MDA-05,822-05,0,3
MDA-05,EA-02,0,3
MDA-05,SA-01,0,3
MDA-05,MKM-5,0,3
MDA-05,AA-01,0,3
MDA-05,AA-02,0,3
MDA-05,AA-03,0,3
MDA-05,AA-04,0,3
MDA-05,AA-05,1,2
MDA-05,AA-06,0,3
MDA-05,AA-07,0,3
MDA-05,AA-08,0,3
MDA-05,AA-09,0,3
MDA-05,CA-01,0,3
MDA-05,CA-02,0,3
MDA-05,CA-03,0,3
MDA-05,CA-04,0,3
MDA-05,CA-05,1,2
MDA-05,CA-06,0,3
MDA-05,CA-07,0,3
MDA-05,CA-08,0,3
MDA-05,CA-09,0,3
MDA-05,FA-01,0,3
MDA-05,FA-02,0,3
MDA-05,FA-03,0,3
MDA-05,FA-04,0,3
MDA-05,FA-05,1,2
MDA-05,IA-01,0,3
MDA-05,IA-02,0,3
MDA-05,IA-03,0,3
MDA-05,IA-04,0,3
MDA-05,IA-05,1,2
MDA-05,IA-06,0,3
MDA-05,IA-07,0,3
MDA-05,IA-08,0,3
MDA-05,IA-09,0,3
MDA-05,IA-15,0,3
MDA-05,IA-25,0,3
MDA-05,JUN-05,0,3
MDA-05,KA-01,0,3
MDA-05,KA-02,0,3
MDA-05,KA-03,0,3
MDA-05,KA-04,0,3
MDA-05,KA-05,1,2
MDA-05,KA-06,0,3
MDA-05,KA-07,0,3
MDA-05,KA-08,0,3
MDA-05,KA-09,0,3
MDA-05,MA-01,1,2
MDA-05,MA-02,1,2
MDA-05,MA-03,1,2
MDA-05,MA-04,1,2
MDA-05,MA-05,2,1
MDA-05,MA-06,1,2
MDA-05,MA-07,1,2
MDA-05,MA-08,1,2
MDA-05,MA-09,1,2
MDA-05,MA-10,0,3
MDA-05,MA-11,0,3
MDA-05,MA-12,0,3
MDA-05,MA-13,0,3
MDA-05,MA-14,0,3
MDA-05,MA-15,1,2
MDA-05,MA-16,0,3
MDA-05,MA-17,0,3
MDA-05,MA-18,0,3
MDA-05,MB-01,0,3
MDA-05,MB-02,0,3
MDA-05,MB-03,0,3
MDA-05,MB-04,0,3
MDA-05,MB-05,1,2
MDA-05,MB-06,0,3
MDA-05,MB-07,0,3
MDA-05,MB-08,0,3
MDA-05,MB-09,0,3
MDA-05,MAN-01,0,3
MDA-05,MAN-02,0,3
MDA-05,MAN-03,0,3
MDA-05,MAN-04,0,3
MDA-05,MAN-05,1,2
MDA-05,MAN-06,0,3
MDA-05,MAN-07,0,3
MDA-05,SAV-05,0,3
MDA-05,MAN-09,0,3
MDA-05,MAN-08,0,3
MDA-05,AA-15,0,3
MDA-05,KA-15,0,3
MDA-05,SER-05,0,3
MDA-06,SDA-01,1,2
MDA-06,SDA-02,1,2
MDA-06,SDA-03,1,2
MDA-06,SDA-04,1,2
MDA-06,SDA-05,1,2
MDA-06,SDA-06,2,1
MDA-06,SDA-07,1,2
