Source,Target,weight,distance
MDA-06,SDA-08,1,2
MDA-06,SDG-02,0,3
MDA-06,SDG-03,0,3
MDA-06,SDG-04,0,3
MDA-06,SDX-05,0,3
MDA-06,SDX-06,1,2
MDA-06,SDA-09,1,2
MDA-06,SDA-10,0,3
MDA-06,SDA-11,0,3
MDA-06,SDA-12,0,3
MDA-06,MA-PA,0,3
MDA-06,MA-PB,0,3
MDA-06,MA-PC,0,3
MDA-06,MA-PD,0,3
MDA-06,MA-WA,0,3
MDA-06,MA-WB,0,3
MDA-06,MA-WC,0,3
MDA-06,MA-PE,0,3
MDA-06,776-06,0,3
MDA-06,777-06,0,3
MDA-06,822-06,0,3
MDA-06,EA-02,0,3
MDA-06,SA-01,0,3
MDA-06,MKM-6,0,3
MDA-06,AA-01,0,3
MDA-06,AA-02,0,3
MDA-06,AA-03,0,3
MDA-06,AA-04,0,3
MDA-06,AA-05,0,3
MDA-06,AA-06,1,2
MDA-06,AA-07,0,3
MDA-06,AA-08,0,3
MDA-06,AA-09,0,3
MDA-06,CA-01,0,3
MDA-06,CA-02,0,3
MDA-06,CA-03,0,3
MDA-06,CA-04,0,3
MDA-06,CA-05,0,3
MDA-06,CA-06,1,2
MDA-06,CA-07,0,3
MDA-06,CA-08,0,3
MDA-06,CA-09,0,3
MDA-06,FA-01,0,3
MDA-06,FA-02,0,3
MDA-06,FA-03,0,3
MDA-06,FA-04,0,3
MDA-06,FA-05,0,3
MDA-06,IA-01,0,3
MDA-06,IA-02,0,3
MDA-06,IA-03,0,3
MDA-06,IA-04,0,3
MDA-06,IA-05,0,3
MDA-06,IA-06,1,2
MDA-06,IA-07,0,3
MDA-06,IA-08,0,3
MDA-06,IA-09,0,3
MDA-06,IA-16,0,3
MDA-06,KA-01,0,3
MDA-06,KA-02,0,3
MDA-06,KA-03,0,3
MDA-06,KA-04,0,3
MDA-06,KA-05,0,3
MDA-06,KA-06,1,2
MDA-06,KA-07,0,3
MDA-06,KA-08,0,3
MDA-06,KA-09,0,3
MDA-06,MA-01,1,2
MDA-06,MA-02,1,2
MDA-06,MA-03,1,2
MDA-06,MA-04,1,2
MDA-06,MA-05,1,2
MDA-06,MA-06,2,1
MDA-06,MA-07,1,2
MDA-06,MA-08,1,2
MDA-06,MA-09,1,2
MDA-06,MA-10,0,3
MDA-06,MA-11,0,3
MDA-06,MA-12,0,3
MDA-06,MA-13,0,3
MDA-06,MA-14,0,3
MDA-06,MA-15,0,3
MDA-06,MA-16,1,2
MDA-06,MA-17,0,3
MDA-06,MA-18,0,3
MDA-06,MB-01,0,3
MDA-06,MB-02,0,3
MDA-06,MB-03,0,3
MDA-06,MB-04,0,3
MDA-06,MB-05,0,3
MDA-06,MB-06,1,2
MDA-06,MB-07,0,3
MDA-06,MB-08,0,3
MDA-06,MB-09,0,3
MDA-06,MAN-01,0,3
MDA-06,MAN-02,0,3
MDA-06,MAN-03,0,3
MDA-06,MAN-04,0,3
MDA-06,MAN-05,0,3
MDA-06,MAN-06,1,2
MDA-06,MAN-07,0,3
MDA-06,SAV-06,0,3
MDA-06,MAN-09,0,3
MDA-06,MAN-08,0,3
MDA-06,AA-16,0,3
MDA-06,KA-16,0,3
MDA-06,SER-06,0,3
MDA-07,SDA-01,1,2
MDA-07,SDA-02,1,2
MDA-07,SDA-03,1,2
MDA-07,SDA-04,1,2
MDA-07,SDA-05,1,2
MDA-07,SDA-06,1,2
MDA-07,SDA-07,2,1
MDA-07,SDA-08,1,2
MDA-07,SDG-02,0,3
MDA-07,SDG-03,0,3
MDA-07,SDG-04,0,3
MDA-07,SDX-05,0,3
MDA-07,SDX-06,0,3
MDA-07,SDA-09,1,2
MDA-07,SDA-10,0,3
MDA-07,SDA-11,0,3
MDA-07,SDA-12,0,3
MDA-07,MA-PA,0,3
MDA-07,MA-PB,0,3
MDA-07,MA-PC,0,3
MDA-07,MA-PD,0,3
MDA-07,MA-WA,0,3
MDA-07,MA-WB,0,3
MDA-07,MA-WC,0,3
MDA-07,MA-PE,0,3
MDA-07,776-07,0,3
MDA-07,777-07,0,3
MDA-07,778-07,0,3
MDA-07,822-07,0,3
MDA-07,EA-02,0,3
MDA-07,SA-01,0,3
MDA-07,MKM-7,0,3
MDA-07,AA-01,0,3
MDA-07,AA-02,0,3
MDA-07,AA-03,0,3
MDA-07,AA-04,0,3
MDA-07,AA-05,0,3
MDA-07,AA-06,0,3
MDA-07,AA-07,1,2
MDA-07,AA-08,0,3
MDA-07,AA-09,0,3
MDA-07,CA-01,0,3
MDA-07,CA-02,0,3
MDA-07,CA-03,0,3
MDA-07,CA-04,0,3
MDA-07,CA-05,0,3
MDA-07,CA-06,0,3
MDA-07,CA-07,1,2
MDA-07,CA-08,0,3
MDA-07,CA-09,0,3
MDA-07,FA-01,0,3
MDA-07,FA-02,0,3
MDA-07,FA-03,0,3
MDA-07,FA-04,0,3
MDA-07,FA-05,0,3
MDA-07,IA-01,0,3
MDA-07,IA-02,0,3
MDA-07,IA-03,0,3
MDA-07,IA-04,0,3
MDA-07,IA-05,0,3
MDA-07,IA-06,0,3
MDA-07,IA-07,1,2
MDA-07,IA-08,0,3
MDA-07,IA-09,0,3
MDA-07,IA-17,0,3
MDA-07,KA-01,0,3
MDA-07,KA-02,0,3
MDA-07,KA-03,0,3
MDA-07,KA-04,0,3
MDA-07,KA-05,0,3
MDA-07,KA-06,0,3
MDA-07,KA-07,1,2
MDA-07,KA-08,0,3
MDA-07,KA-09,0,3
MDA-07,MA-01,1,2
MDA-07,MA-02,1,2
MDA-07,MA-03,1,2
MDA-07,MA-04,1,2
MDA-07,MA-05,1,2
MDA-07,MA-06,1,2
MDA-07,MA-07,2,1
MDA-07,MA-08,1,2
MDA-07,MA-09,1,2
MDA-07,MA-10,0,3
MDA-07,MA-11,0,3
MDA-07,MA-12,0,3
MDA-07,MA-13,0,3
MDA-07,MA-14,0,3
MDA-07,MA-15,0,3
MDA-07,MA-16,0,3
MDA-07,MA-17,1,2
MDA-07,MA-18,0,3
MDA-07,MB-01,0,3
MDA-07,MB-02,0,3
MDA-07,MB-03,0,3
MDA-07,MB-04,0,3
MDA-07,MB-05,0,3
MDA-07,MB-06,0,3
MDA-07,MB-07,1,2
MDA-07,MB-08,0,3
MDA-07,MB-09,0,3
MDA-07,MAN-01,0,3
MDA-07,MAN-02,0,3
MDA-07,MAN-03,0,3
MDA-07,MAN-04,0,3
MDA-07,MAN-05,0,3
MDA-07,MAN-06,0,3
MDA-07,MAN-07,1,2
MDA-07,SAV-07,0,3
MDA-07,MAN-09,0,3
MDA-07,MAN-08,0,3
MDA-07,AA-17,0,3
MDA-07,KA-17,0,3
MDA-07,SER-07,0,3
MDA-08,SDA-01,1,2
MDA-08,SDA-02,1,2
MDA-08,SDA-03,1,2
MDA-08,SDA-04,1,2
MDA-08,SDA-05,1,2
MDA-08,SDA-06,1,2
MDA-08,SDA-07,1,2
MDA-08,SDA-08,2,1
MDA-08,SDG-02,0,3
MDA-08,SDG-03,0,3
MDA-08,SDG-04,0,3
MDA-08,SDX-05,0,3
MDA-08,SDX-06,0,3
MDA-08,SDA-09,1,2
MDA-08,SDA-10,0,3
MDA-08,SDA-11,0,3
MDA-08,SDA-12,0,3
MDA-08,MA-PA,0,3
MDA-08,MA-PB,0,3
MDA-08,MA-PC,0,3
MDA-08,MA-PD,0,3
MDA-08,MA-WA,0,3
MDA-08,MA-WB,0,3
MDA-08,MA-WC,0,3
MDA-08,MA-PE,0,3
MDA-08,777-08,0,3
MDA-08,778-08,0,3
MDA-08,822-08,0,3
MDA-08,EA-02,0,3
MDA-08,SA-01,0,3
MDA-08,AA-01,0,3
MDA-08,AA-02,0,3
MDA-08,AA-03,0,3
MDA-08,AA-04,0,3
MDA-08,AA-05,0,3
MDA-08,AA-06,0,3
MDA-08,AA-07,0,3
MDA-08,AA-08,1,2
MDA-08,AA-09,0,3
MDA-08,CA-01,0,3
MDA-08,CA-02,0,3
MDA-08,CA-03,0,3
MDA-08,CA-04,0,3
MDA-08,CA-05,0,3
MDA-08,CA-06,0,3
MDA-08,CA-07,0,3
MDA-08,CA-08,1,2
MDA-08,CA-09,0,3
MDA-08,FA-01,0,3
MDA-08,FA-02,0,3
MDA-08,FA-03,0,3
MDA-08,FA-04,0,3
MDA-08,FA-05,0,3
MDA-08,IA-01,0,3
MDA-08,IA-02,0,3
MDA-08,IA-03,0,3
MDA-08,IA-04,0,3
MDA-08,IA-05,0,3
MDA-08,IA-06,0,3
MDA-08,IA-07,0,3
MDA-08,IA-08,1,2
MDA-08,IA-09,0,3
MDA-08,IA-18,0,3
MDA-08,KA-01,0,3
MDA-08,KA-02,0,3
MDA-08,KA-03,0,3
MDA-08,KA-04,0,3
MDA-08,KA-05,0,3
MDA-08,KA-06,0,3
MDA-08,KA-07,0,3
MDA-08,KA-08,1,2
MDA-08,KA-09,0,3
MDA-08,MA-01,1,2
MDA-08,MA-02,1,2
MDA-08,MA-03,1,2
MDA-08,MA-04,1,2
MDA-08,MA-05,1,2
MDA-08,MA-06,1,2
MDA-08,MA-07,1,2
MDA-08,MA-08,2,1
MDA-08,MA-09,1,2
MDA-08,MA-10,0,3
MDA-08,MA-11,0,3
MDA-08,MA-12,0,3
MDA-08,MA-13,0,3
MDA-08,MA-14,0,3
MDA-08,MA-15,0,3
MDA-08,MA-16,0,3
MDA-08,MA-17,0,3
MDA-08,MA-18,1,2
MDA-08,MB-01,0,3
MDA-08,MB-02,0,3
MDA-08,MB-03,0,3
MDA-08,MB-04,0,3
MDA-08,MB-05,0,3
MDA-08,MB-06,0,3
MDA-08,MB-07,0,3
MDA-08,MB-08,1,2
MDA-08,MB-09,0,3
MDA-08,MAN-01,0,3
MDA-08,MAN-02,0,3
MDA-08,MAN-03,0,3
MDA-08,MAN-04,0,3
MDA-08,MAN-05,0,3
MDA-08,MAN-06,0,3
MDA-08,MAN-07,0,3
MDA-08,MAN-09,0,3
MDA-08,MAN-08,1,2
MDA-08,AA-18,0,3
MDA-10,SDA-01,0,3
MDA-10,SDA-02,0,3
MDA-10,SDA-03,0,3
MDA-10,SDA-04,0,3
MDA-10,SDA-05,0,3
MDA-10,SDA-06,0,3
MDA-10,SDA-07,0,3
MDA-10,SDA-08,0,3
MDA-10,SDA-09,0,3
MDA-10,SDA-10,2,1
MDA-10,SDA-11,1,2
MDA-10,SDA-12,1,2
MDA-10,MA-PA,0,3
MDA-10,MA-PB,0,3
MDA-10,MA-PC,0,3
MDA-10,MA-PD,0,3
MDA-10,MA-WA,0,3
MDA-10,MA-WB,0,3
MDA-10,MA-WC,0,3
MDA-10,MA-PE,0,3
MDA-10,822-10,0,3
MDA-10,KZN-10,0,3
MDA-10,AA-10,1,2
MDA-10,AA-11,0,3
MDA-10,AA-12,0,3
MDA-10,AA-13,0,3
MDA-10,AA-14,0,3
MDA-10,CA-10,1,2
MDA-10,IA-10,1,2
MDA-10,IA-11,0,3
MDA-10,IA-12,0,3
MDA-10,IA-13,0,3
MDA-10,IA-14,0,3
MDA-10,IA-15,0,3
MDA-10,IA-16,0,3
MDA-10,IA-17,0,3
MDA-10,IA-18,0,3
MDA-10,IA-19,0,3
MDA-10,IA-20,0,3
MDA-10,KA-10,1,2
MDA-10,KA-11,0,3
MDA-10,KA-12,0,3
MDA-10,KA-13,0,3
MDA-10,MA-01,0,3
MDA-10,MA-02,0,3
MDA-10,MA-03,0,3
MDA-10,MA-04,0,3
MDA-10,MA-05,0,3
MDA-10,MA-06,0,3
MDA-10,MA-07,0,3
MDA-10,MA-08,0,3
MDA-10,MA-09,0,3
MDA-10,MA-10,2,1
MDA-10,MA-11,1,2
MDA-10,MA-12,1,2
MDA-10,MA-13,1,2
MDA-10,MA-14,1,2
MDA-10,MA-15,1,2
MDA-10,MA-16,1,2
MDA-10,MA-17,1,2
MDA-10,MA-18,1,2
MDA-10,MB-10,1,2
MDA-10,MB-11,0,3
MDA-10,MB-12,0,3
MDA-10,MB-13,0,3
MDA-10,MB-14,0,3
MDA-10,AA-15,0,3
MDA-10,AA-17,0,3
MDA-10,AA-16,0,3
MDA-10,AA-18,0,3
MDA-10,KA-14,0,3
MDA-10,KA-15,0,3
MDA-10,KA-17,0,3
MDA-10,KA-16,0,3
822#11,822-01,1,2
822#11,822-02,0,3
822#11,822-03,0,3
822#11,822-04,0,3
822#11,822-05,0,3
822#11,822-06,0,3
822#11,822-07,0,3
822#11,822-08,0,3
822#11,822-09,0,3
822#11,822-10,1,2
822#11,822-11,2,1
822#11,822-12,1,2
822#11,822-13,1,2
822#11,822-14,1,2
822#11,DC211,0,3
822#11,822-15,1,2
822#12,821-02,0,3
822#12,822-01,0,3
822#12,822-02,1,2
822#12,822-03,0,3
822#12,822-04,0,3
822#12,822-05,0,3
822#12,822-06,0,3
822#12,822-07,0,3
822#12,822-08,0,3
822#12,822-09,0,3
822#12,822-10,1,2
822#12,822-11,1,2
822#12,822-12,2,1
822#12,822-13,1,2
822#12,822-14,1,2
822#12,822-15,1,2
822#13,822-01,0,3
822#13,822-02,0,3
822#13,822-03,1,2
822#13,822-04,0,3
822#13,822-05,0,3
822#13,822-06,0,3
822#13,822-07,0,3
822#13,822-08,0,3
822#13,822-09,0,3
822#13,822-10,1,2
822#13,822-11,1,2
822#13,822-12,1,2
822#13,822-13,2,1
822#13,822-14,1,2
822#13,822-15,1,2
206-08-10z (A01),206/08-10z (A01),2,1
206-08-A02,206/08-A02,2,1
206-08-A02,206/08-A03z,0,3
206-08-A02,206/08-A04,1,2
206-08-A02,206/08-A05,1,2
206-08-A02,206/08-A06x,0,3
206-08-A02,206/08-A07,1,2
206-08-A02,206/08-A08z,0,3
206-08-A02,206/08-A09,1,2
206-08-A02,206/08-A10,0,3
206-08-A02,206/08-A12,1,2
206-08-A02,206/08-A13,0,3
206-08-A02,206/08-A14,0,3
206-08-A02,206/08-A15,0,3
206-08-A02,206/08-A16,0,3
206-08-A02,206/08-A17,0,3
206-08-A02,206/08-A18,0,3
206-08-A02,206/08-A19,0,3
206-08-A02,206/08-A20,0,3
206-08-A02,206/08-B01,0,3
206-08-A02,206/08-B02,1,2
206-08-A02,206/08-A21,0,3
206-08-A02,206/08-A22,1,2
206-08-A02,206/08-A23,0,3
206-08-A02,206/08-A24,0,3
206-08-A02,206/08-A25,0,3
206-08-A03z,206/08-A02,0,3
206-08-A03z,206/08-A03z,2,1
206-08-A03z,206/08-A04,0,3
206-08-A03z,206/08-A05,0,3
206-08-A03z,206/08-A06x,0,3
206-08-A03z,206/08-A07,0,3
206-08-A03z,206/08-A08z,1,2
206-08-A03z,206/08-A09,0,3
206-08-A03z,206/08-A13,0,3
206-08-A03z,206/08-A23,0,3
206-08-A04,206/08-A02,1,2
206-08-A04,206/08-A03z,0,3
206-08-A04,206/08-A04,2,1
206-08-A04,206/08-A05,1,2
206-08-A04,206/08-A06x,0,3
206-08-A04,206/08-A07,1,2
206-08-A04,206/08-A08z,0,3
206-08-A04,206/08-A09,1,2
206-08-A04,206/08-A10,0,3
206-08-A04,206/08-A12,0,3
206-08-A04,206/08-A13,0,3
206-08-A04,206/08-A14,1,2
206-08-A04,206/08-A15,0,3
206-08-A04,206/08-A16,0,3
206-08-A04,206/08-A17,0,3
206-08-A04,206/08-A18,0,3
206-08-A04,206/08-A19,0,3
206-08-A04,206/08-A20,0,3
206-08-A04,206/08-B01,0,3
206-08-A04,206/08-B02,0,3
206-08-A04,206/08-A21,0,3
206-08-A04,206/08-A22,0,3
206-08-A04,206/08-A23,0,3
206-08-A04,206/08-A24,1,2
206-08-A04,206/08-A25,0,3
206-08-A05,206/08-A02,1,2
206-08-A05,206/08-A03z,0,3
206-08-A05,206/08-A04,1,2
206-08-A05,206/08-A05,2,1
206-08-A05,206/08-A06x,0,3
206-08-A05,206/08-A07,1,2
206-08-A05,206/08-A08z,0,3
206-08-A05,206/08-A09,1,2
206-08-A05,206/08-A10,0,3
206-08-A05,206/08-A12,0,3
206-08-A05,206/08-A13,0,3
206-08-A05,206/08-A14,0,3
206-08-A05,206/08-A15,1,2
206-08-A05,206/08-A16,0,3
206-08-A05,206/08-A17,0,3
206-08-A05,206/08-A18,0,3
206-08-A05,206/08-A19,0,3
206-08-A05,206/08-A20,0,3
206-08-A05,206/08-5,0,3
206-08-A05,206/08-15,0,3
206-08-A05,206/08-B01,0,3
206-08-A05,206/08-B02,0,3
206-08-A05,206/08-A21,0,3
206-08-A05,206/08-A22,0,3
206-08-A05,206/08-A23,0,3
206-08-A05,206/08-A24,0,3
206-08-A05,206/08-A25,1,2
206-08-A06x,206/08-A02,0,3
206-08-A06x,206/08-A03z,0,3
206-08-A06x,206/08-A04,0,3
206-08-A06x,206/08-A05,0,3
206-08-A06x,206/08-A06x,2,1
206-08-A06x,206/08-A07,0,3
206-08-A06x,206/08-A08z,0,3
206-08-A06x,206/08-A09,0,3
206-08-A06x,206/08-A16,0,3
206-08-A07,206/08-A02,1,2
206-08-A07,206/08-A03z,0,3
206-08-A07,206/08-A04,1,2
206-08-A07,206/08-A05,1,2
206-08-A07,206/08-A06x,0,3
206-08-A07,206/08-A07,2,1
206-08-A07,206/08-A08z,0,3
206-08-A07,206/08-A09,1,2
206-08-A07,206/08-A10,0,3
206-08-A07,206/08-A12,0,3
206-08-A07,206/08-A13,0,3
206-08-A07,206/08-A14,0,3
206-08-A07,206/08-A15,0,3
206-08-A07,206/08-A16,0,3
206-08-A07,206/08-A17,1,2
206-08-A07,206/08-A18,0,3
206-08-A07,206/08-A19,0,3
206-08-A07,206/08-A20,0,3
206-08-A07,206/08-B01,0,3
206-08-A07,206/08-B02,0,3
206-08-A07,206/08-A21,0,3
206-08-A07,206/08-A22,0,3
206-08-A07,206/08-A23,0,3
206-08-A07,206/08-A24,0,3
206-08-A07,206/08-A25,0,3
206-08-A08z,206/08-A02,0,3
206-08-A08z,206/08-A03z,1,2
206-08-A08z,206/08-A04,0,3
206-08-A08z,206/08-A05,0,3
206-08-A08z,206/08-A06x,0,3
206-08-A08z,206/08-A07,0,3
206-08-A08z,206/08-A08z,2,1
206-08-A08z,206/08-A09,0,3
206-08-A08z,206/08-A18,0,3
206-08-A09,206/08-A02,1,2
206-08-A09,206/08-A03z,0,3
206-08-A09,206/08-A04,1,2
206-08-A09,206/08-A05,1,2
206-08-A09,206/08-A06x,0,3
206-08-A09,206/08-A07,1,2
206-08-A09,206/08-A08z,0,3
206-08-A09,206/08-A09,2,1
206-08-A09,206/08-A10,0,3
206-08-A09,206/08-A12,0,3
206-08-A09,206/08-A13,0,3
206-08-A09,206/08-A14,0,3
206-08-A09,206/08-A15,0,3
206-08-A09,206/08-A16,0,3
206-08-A09,206/08-A17,0,3
206-08-A09,206/08-A18,0,3
206-08-A09,206/08-A19,1,2
206-08-A09,206/08-A20,0,3
206-08-A09,206/08-B01,0,3
206-08-A09,206/08-B02,0,3
206-08-A09,206/08-A21,0,3
206-08-A09,206/08-A22,0,3
206-08-A09,206/08-A23,0,3
206-08-A09,206/08-A24,0,3
206-08-A09,206/08-A25,0,3
206-08-A10,206/08-A02,0,3
206-08-A10,206/08-A04,0,3
206-08-A10,206/08-A05,0,3
206-08-A10,206/08-A07,0,3
206-08-A10,206/08-A09,0,3
206-08-A10,206/08-A10,2,1
206-08-A10,206/08-A12,1,2
206-08-A10,206/08-A13,1,2
206-08-A10,206/08-A14,1,2
206-08-A10,206/08-A15,1,2
206-08-A10,206/08-A16,1,2
206-08-A10,206/08-A17,1,2
206-08-A10,206/08-A18,1,2
206-08-A10,206/08-A19,1,2
206-08-A10,206/08-A20,1,2
206-08-A10,206/08-15,0,3
206-08-A10,206/08-A21,0,3
206-08-A10,206/08-A22,0,3
206-08-A10,206/08-A23,0,3
206-08-A10,206/08-A24,0,3
206-08-A10,206/08-A25,0,3
206-08-A12,206/08-A02,1,2
206-08-A12,206/08-A04,0,3
206-08-A12,206/08-A05,0,3
206-08-A12,206/08-A07,0,3
206-08-A12,206/08-A09,0,3
206-08-A12,206/08-A10,1,2
206-08-A12,206/08-A12,2,1
206-08-A12,206/08-A13,1,2
206-08-A12,206/08-A14,1,2
206-08-A12,206/08-A15,1,2
206-08-A12,206/08-A16,1,2
206-08-A12,206/08-A17,1,2
206-08-A12,206/08-A18,1,2
206-08-A12,206/08-A19,1,2
206-08-A12,206/08-A20,0,3
206-08-A12,206/08-15,0,3
206-08-A12,206/08-B02,0,3
206-08-A12,206/08-A21,0,3
206-08-A12,206/08-A22,1,2
206-08-A12,206/08-A23,0,3
206-08-A12,206/08-A24,0,3
206-08-A12,206/08-A25,0,3
206-08-A13,206/08-A02,0,3
206-08-A13,206/08-A03z,0,3
206-08-A13,206/08-A04,0,3
206-08-A13,206/08-A05,0,3
206-08-A13,206/08-A07,0,3
206-08-A13,206/08-A09,0,3
206-08-A13,206/08-A10,1,2
206-08-A13,206/08-A12,1,2
206-08-A13,206/08-A13,2,1
206-08-A13,206/08-A14,1,2
206-08-A13,206/08-A15,1,2
206-08-A13,206/08-A16,1,2
206-08-A13,206/08-A17,1,2
206-08-A13,206/08-A18,1,2
206-08-A13,206/08-A19,1,2
206-08-A13,206/08-A20,0,3
206-08-A13,206/08-13y,0,3
206-08-A13,206/08-15,0,3
206-08-A13,206/08-A21,0,3
206-08-A13,206/08-A22,0,3
206-08-A13,206/08-A23,1,2
206-08-A13,206/08-A24,0,3
206-08-A13,206/08-A25,0,3
206-08-A14,206/08-A02,0,3
206-08-A14,206/08-A04,1,2
206-08-A14,206/08-A05,0,3
206-08-A14,206/08-A07,0,3
206-08-A14,206/08-A09,0,3
206-08-A14,206/08-A10,1,2
206-08-A14,206/08-A12,1,2
206-08-A14,206/08-A13,1,2
206-08-A14,206/08-A14,2,1
206-08-A14,206/08-A15,1,2
206-08-A14,206/08-A16,1,2
206-08-A14,206/08-A17,1,2
206-08-A14,206/08-A18,1,2
206-08-A14,206/08-A19,1,2
206-08-A14,206/08-A20,0,3
206-08-A14,206/08-15,0,3
206-08-A14,206/08-A21,0,3
206-08-A14,206/08-A22,0,3
206-08-A14,206/08-A23,0,3
206-08-A14,206/08-A24,1,2
206-08-A14,206/08-A25,0,3
206-08-A15,206/08-A02,0,3
206-08-A15,206/08-A04,0,3
206-08-A15,206/08-A05,1,2
206-08-A15,206/08-A07,0,3
206-08-A15,206/08-A09,0,3
206-08-A15,206/08-A10,1,2
206-08-A15,206/08-A12,1,2
206-08-A15,206/08-A13,1,2
206-08-A15,206/08-A14,1,2
206-08-A15,206/08-A15,2,1
206-08-A15,206/08-A16,1,2
206-08-A15,206/08-A17,1,2
206-08-A15,206/08-A18,1,2
206-08-A15,206/08-A19,1,2
206-08-A15,206/08-A20,0,3
206-08-A15,206/08-5,0,3
206-08-A15,206/08-15,1,2
206-08-A15,206/08-A21,0,3
206-08-A15,206/08-A22,0,3
206-08-A15,206/08-A23,0,3
206-08-A15,206/08-A24,0,3
206-08-A15,206/08-A25,1,2
206-08-A16,206/08-A02,0,3
206-08-A16,206/08-A04,0,3
206-08-A16,206/08-A05,0,3
206-08-A16,206/08-A06x,0,3
206-08-A16,206/08-A07,0,3
206-08-A16,206/08-A09,0,3
206-08-A16,206/08-A10,1,2
206-08-A16,206/08-A12,1,2
206-08-A16,206/08-A13,1,2
206-08-A16,206/08-A14,1,2
206-08-A16,206/08-A15,1,2
206-08-A16,206/08-A16,2,1
206-08-A16,206/08-A17,1,2
206-08-A16,206/08-A18,1,2
206-08-A16,206/08-A19,1,2
206-08-A16,206/08-A20,0,3
206-08-A16,206/08-15,0,3
206-08-A16,206/08-A21,0,3
206-08-A16,206/08-A22,0,3
206-08-A16,206/08-A23,0,3
206-08-A16,206/08-A24,0,3
206-08-A16,206/08-A25,0,3
206-08-A17,206/08-A02,0,3
206-08-A17,206/08-A04,0,3
206-08-A17,206/08-A05,0,3
206-08-A17,206/08-A07,1,2
206-08-A17,206/08-A09,0,3
206-08-A17,206/08-A10,1,2
206-08-A17,206/08-A12,1,2
206-08-A17,206/08-A13,1,2
206-08-A17,206/08-A14,1,2
206-08-A17,206/08-A15,1,2
206-08-A17,206/08-A16,1,2
206-08-A17,206/08-A17,2,1
206-08-A17,206/08-A18,1,2
206-08-A17,206/08-A19,1,2
206-08-A17,206/08-A20,0,3
206-08-A17,206/08-15,0,3
206-08-A17,206/08-A21,0,3
206-08-A17,206/08-A22,0,3
206-08-A17,206/08-A23,0,3
206-08-A17,206/08-A24,0,3
206-08-A17,206/08-A25,0,3
206-08-A18,206/08-A02,0,3
206-08-A18,206/08-A04,0,3
206-08-A18,206/08-A05,0,3
206-08-A18,206/08-A07,0,3
206-08-A18,206/08-A08z,0,3
206-08-A18,206/08-A09,0,3
206-08-A18,206/08-A10,1,2
206-08-A18,206/08-A12,1,2
206-08-A18,206/08-A13,1,2
206-08-A18,206/08-A14,1,2
206-08-A18,206/08-A15,1,2
206-08-A18,206/08-A16,1,2
206-08-A18,206/08-A17,1,2
206-08-A18,206/08-A18,2,1
206-08-A18,206/08-A19,1,2
206-08-A18,206/08-A20,0,3
206-08-A18,206/08-15,0,3
206-08-A18,206/08-A21,0,3
206-08-A18,206/08-A22,0,3
206-08-A18,206/08-A23,0,3
206-08-A18,206/08-A24,0,3
206-08-A18,206/08-A25,0,3
206-08-A19,206/08-A02,0,3
206-08-A19,206/08-A04,0,3
206-08-A19,206/08-A05,0,3
206-08-A19,206/08-A07,0,3
206-08-A19,206/08-A09,1,2
206-08-A19,206/08-A10,1,2
206-08-A19,206/08-A12,1,2
206-08-A19,206/08-A13,1,2
206-08-A19,206/08-A14,1,2
206-08-A19,206/08-A15,1,2
206-08-A19,206/08-A16,1,2
206-08-A19,206/08-A17,1,2
206-08-A19,206/08-A18,1,2
206-08-A19,206/08-A19,2,1
206-08-A19,206/08-A20,0,3
206-08-A19,206/08-15,0,3
206-08-A19,206/08-A21,0,3
206-08-A19,206/08-A22,0,3
206-08-A19,206/08-A23,0,3
206-08-A19,206/08-A24,0,3
206-08-A19,206/08-A25,0,3
206-08-A20,206/08-A02,0,3
206-08-A20,206/08-A04,0,3
206-08-A20,206/08-A05,0,3
206-08-A20,206/08-A07,0,3
206-08-A20,206/08-A09,0,3
206-08-A20,206/08-A10,1,2
206-08-A20,206/08-A12,0,3
206-08-A20,206/08-A13,0,3
206-08-A20,206/08-A14,0,3
206-08-A20,206/08-A15,0,3
206-08-A20,206/08-A16,0,3
206-08-A20,206/08-A17,0,3
206-08-A20,206/08-A18,0,3
206-08-A20,206/08-A19,0,3
206-08-A20,206/08-A20,2,1
206-08-A20,206/08-A21,1,2
206-08-A20,206/08-A22,1,2
206-08-A20,206/08-A23,1,2
206-08-A20,206/08-A24,1,2
206-08-A20,206/08-A25,1,2
206-08-A21,206/08-A02,0,3
206-08-A21,206/08-A04,0,3
206-08-A21,206/08-A05,0,3
206-08-A21,206/08-A07,0,3
206-08-A21,206/08-A09,0,3
206-08-A21,206/08-A10,0,3
206-08-A21,206/08-A12,0,3
206-08-A21,206/08-A13,0,3
206-08-A21,206/08-A14,0,3
206-08-A21,206/08-A15,0,3
206-08-A21,206/08-A16,0,3
206-08-A21,206/08-A17,0,3
206-08-A21,206/08-A18,0,3
206-08-A21,206/08-A19,0,3
206-08-A21,206/08-A20,1,2
206-08-A21,206/08-B01,0,3
206-08-A21,206/08-A21,2,1
206-08-A21,206/08-A22,1,2
206-08-A21,206/08-A23,1,2
206-08-A21,206/08-A24,1,2
206-08-A21,206/08-A25,1,2
SDA-08,SDA-01,2,1
SDA-08,SDA-02,2,1
SDA-08,SDA-03,2,1
SDA-08,SDA-04,2,1
SDA-08,SDA-05,2,1
SDA-08,SDA-06,2,1
SDA-08,SDA-07,2,1
SDA-08,SDA-08,3,0
SDA-08,SDC02,0,3
SDA-08,SDC03,0,3
